# Simulated SAS data with noise
# sigma generated using Sedlak et al, k=100000, c=0.55, https://doi.org/10.1107/S1600576717003077, and rebinned with 10 per bin)
# q            I            sigma       
  1.00000e-03  1.79953e-01  9.03205e-03 
  2.25063e-03  1.82913e-01  6.01765e-03 
  3.50125e-03  1.79723e-01  4.82060e-03 
  4.75188e-03  1.82008e-01  4.13288e-03 
  6.00251e-03  1.78877e-01  3.67142e-03 
  7.25313e-03  1.85331e-01  3.33344e-03 
  8.50376e-03  1.73275e-01  3.07147e-03 
  9.75439e-03  1.82492e-01  2.86015e-03 
  1.10050e-02  1.75715e-01  2.68456e-03 
  1.22556e-02  1.76509e-01  2.53525e-03 
  1.35063e-02  1.76436e-01  2.40593e-03 
  1.47569e-02  1.72302e-01  2.29223e-03 
  1.60075e-02  1.70458e-01  2.19100e-03 
  1.72581e-02  1.69313e-01  2.09990e-03 
  1.85088e-02  1.72528e-01  2.01716e-03 
  1.97594e-02  1.67091e-01  1.94143e-03 
  2.10100e-02  1.62521e-01  1.87162e-03 
  2.22607e-02  1.61258e-01  1.80688e-03 
  2.35113e-02  1.59600e-01  1.74652e-03 
  2.47619e-02  1.53233e-01  1.68998e-03 
  2.60125e-02  1.53593e-01  1.63677e-03 
  2.72632e-02  1.52193e-01  1.58652e-03 
  2.85138e-02  1.48798e-01  1.53890e-03 
  2.97644e-02  1.46299e-01  1.49362e-03 
  3.10150e-02  1.43829e-01  1.45045e-03 
  3.22657e-02  1.41290e-01  1.40919e-03 
  3.35163e-02  1.41132e-01  1.36966e-03 
  3.47669e-02  1.35751e-01  1.33172e-03 
  3.60175e-02  1.32952e-01  1.29522e-03 
  3.72682e-02  1.29441e-01  1.26006e-03 
  3.85188e-02  1.29383e-01  1.22613e-03 
  3.97694e-02  1.24361e-01  1.19334e-03 
  4.10201e-02  1.22175e-01  1.16162e-03 
  4.22707e-02  1.18621e-01  1.13089e-03 
  4.35213e-02  1.15250e-01  1.10109e-03 
  4.47719e-02  1.12915e-01  1.07218e-03 
  4.60226e-02  1.09198e-01  1.04408e-03 
  4.72732e-02  1.06384e-01  1.01677e-03 
  4.85238e-02  1.05395e-01  9.90200e-04 
  4.97744e-02  1.02717e-01  9.64334e-04 
  5.10251e-02  9.99498e-02  9.39138e-04 
  5.22757e-02  9.64037e-02  9.14583e-04 
  5.35263e-02  9.38183e-02  8.90643e-04 
  5.47769e-02  9.01333e-02  8.67290e-04 
  5.60276e-02  8.70700e-02  8.44503e-04 
  5.72782e-02  8.49554e-02  8.22259e-04 
  5.85288e-02  8.28028e-02  8.00540e-04 
  5.97794e-02  7.82356e-02  7.79327e-04 
  6.10301e-02  7.61005e-02  7.58602e-04 
  6.22807e-02  7.34201e-02  7.38351e-04 
  6.35313e-02  7.15689e-02  7.18559e-04 
  6.47820e-02  7.04054e-02  6.99211e-04 
  6.60326e-02  6.67577e-02  6.80296e-04 
  6.72832e-02  6.37295e-02  6.61800e-04 
  6.85338e-02  6.18855e-02  6.43712e-04 
  6.97845e-02  5.83413e-02  6.26021e-04 
  7.10351e-02  5.75143e-02  6.08717e-04 
  7.22857e-02  5.44084e-02  5.91789e-04 
  7.35363e-02  5.25273e-02  5.75229e-04 
  7.47870e-02  5.06381e-02  5.59027e-04 
  7.60376e-02  4.82217e-02  5.43174e-04 
  7.72882e-02  4.59124e-02  5.27662e-04 
  7.85388e-02  4.41118e-02  5.12484e-04 
  7.97895e-02  4.27013e-02  4.97631e-04 
  8.10401e-02  4.02127e-02  4.83097e-04 
  8.22907e-02  3.85076e-02  4.68874e-04 
  8.35414e-02  3.63047e-02  4.54956e-04 
  8.47920e-02  3.47653e-02  4.41335e-04 
  8.60426e-02  3.35770e-02  4.28007e-04 
  8.72932e-02  3.13682e-02  4.14964e-04 
  8.85439e-02  2.93010e-02  4.02202e-04 
  8.97945e-02  2.80266e-02  3.89716e-04 
  9.10451e-02  2.68633e-02  3.77498e-04 
  9.22957e-02  2.55541e-02  3.65546e-04 
  9.35464e-02  2.44015e-02  3.53855e-04 
  9.47970e-02  2.34460e-02  3.42421e-04 
  9.60476e-02  2.09981e-02  3.31238e-04 
  9.72982e-02  2.04592e-02  3.20303e-04 
  9.85489e-02  1.86699e-02  3.09615e-04 
  9.97995e-02  1.76714e-02  2.99169e-04 
  1.01050e-01  1.62155e-02  2.88962e-04 
  1.02301e-01  1.57861e-02  2.78992e-04 
  1.03551e-01  1.48869e-02  2.69257e-04 
  1.04802e-01  1.37216e-02  2.59755e-04 
  1.06053e-01  1.28516e-02  2.50484e-04 
  1.07303e-01  1.13480e-02  2.41445e-04 
  1.08554e-01  1.09767e-02  2.32635e-04 
  1.09805e-01  1.02634e-02  2.24055e-04 
  1.11055e-01  9.42400e-03  2.15704e-04 
  1.12306e-01  8.61451e-03  2.07583e-04 
  1.13556e-01  7.68928e-03  1.99694e-04 
  1.14807e-01  7.03185e-03  1.92035e-04 
  1.16058e-01  6.58688e-03  1.84611e-04 
  1.17308e-01  6.20961e-03  1.77422e-04 
  1.18559e-01  5.30546e-03  1.70472e-04 
  1.19810e-01  4.46734e-03  1.63762e-04 
  1.21060e-01  4.41315e-03  1.57298e-04 
  1.22311e-01  3.99225e-03  1.51080e-04 
  1.23561e-01  3.78801e-03  1.45116e-04 
  1.24812e-01  3.17479e-03  1.39408e-04 
  1.26063e-01  2.90765e-03  1.33961e-04 
  1.27313e-01  2.21336e-03  1.28781e-04 
  1.28564e-01  2.14985e-03  1.23871e-04 
  1.29815e-01  1.66541e-03  1.19238e-04 
  1.31065e-01  1.52015e-03  1.14886e-04 
  1.32316e-01  1.20345e-03  1.10819e-04 
  1.33566e-01  9.26936e-04  1.07040e-04 
  1.34817e-01  9.03182e-04  1.03553e-04 
  1.36068e-01  6.05054e-04  1.00359e-04 
  1.37318e-01  6.66525e-04  9.74596e-05 
  1.38569e-01  4.80752e-04  9.48516e-05 
  1.39820e-01  3.21804e-04  9.25324e-05 
  1.41070e-01  3.38897e-04  9.04970e-05 
  1.42321e-01  1.70699e-04  8.87371e-05 
  1.43571e-01  2.11467e-04  8.72434e-05 
  1.44822e-01  9.93505e-05  8.60035e-05 
  1.46073e-01  -1.24337e-04 8.50037e-05 
  1.47323e-01  -8.94918e-05 8.42285e-05 
  1.48574e-01  2.25692e-06  8.36603e-05 
  1.49825e-01  -5.67257e-05 8.32813e-05 
  1.51075e-01  1.54954e-04  8.30731e-05 
  1.52326e-01  8.86090e-05  8.30161e-05 
  1.53576e-01  1.06617e-04  8.30920e-05 
  1.54827e-01  -3.97534e-05 8.32818e-05 
  1.56078e-01  1.74713e-04  8.35680e-05 
  1.57328e-01  4.68434e-05  8.39339e-05 
  1.58579e-01  2.17914e-04  8.43633e-05 
  1.59830e-01  1.91504e-04  8.48416e-05 
  1.61080e-01  4.14865e-04  8.53557e-05 
  1.62331e-01  2.81264e-04  8.58926e-05 
  1.63581e-01  5.38663e-04  8.64419e-05 
  1.64832e-01  4.88912e-04  8.69930e-05 
  1.66083e-01  5.53808e-04  8.75373e-05 
  1.67333e-01  7.23613e-04  8.80674e-05 
  1.68584e-01  7.55217e-04  8.85759e-05 
  1.69835e-01  6.39605e-04  8.90571e-05 
  1.71085e-01  6.99390e-04  8.95064e-05 
  1.72336e-01  6.17718e-04  8.99190e-05 
  1.73586e-01  9.24525e-04  9.02917e-05 
  1.74837e-01  6.72052e-04  9.06212e-05 
  1.76088e-01  1.09117e-03  9.09055e-05 
  1.77338e-01  9.18148e-04  9.11431e-05 
  1.78589e-01  1.19730e-03  9.13320e-05 
  1.79840e-01  1.13486e-03  9.14719e-05 
  1.81090e-01  9.93392e-04  9.15624e-05 
  1.82341e-01  1.18053e-03  9.16030e-05 
  1.83591e-01  1.22460e-03  9.15944e-05 
  1.84842e-01  1.22870e-03  9.15366e-05 
  1.86093e-01  1.15946e-03  9.14308e-05 
  1.87343e-01  1.13411e-03  9.12781e-05 
  1.88594e-01  1.11491e-03  9.10792e-05 
  1.89845e-01  1.21547e-03  9.08360e-05 
  1.91095e-01  1.10842e-03  9.05500e-05 
  1.92346e-01  1.14099e-03  9.02226e-05 
  1.93596e-01  1.09625e-03  8.98561e-05 
  1.94847e-01  1.28159e-03  8.94519e-05 
  1.96098e-01  1.17276e-03  8.90123e-05 
  1.97348e-01  1.06662e-03  8.85396e-05 
  1.98599e-01  1.14677e-03  8.80356e-05 
  1.99850e-01  1.02918e-03  8.75026e-05 
  2.01100e-01  1.19281e-03  8.69432e-05 
  2.02351e-01  1.19169e-03  8.63591e-05 
  2.03602e-01  1.04417e-03  8.57529e-05 
  2.04852e-01  1.05700e-03  8.51271e-05 
  2.06103e-01  8.71091e-04  8.44835e-05 
  2.07353e-01  1.02379e-03  8.38249e-05 
  2.08604e-01  9.55806e-04  8.31530e-05 
  2.09855e-01  8.22504e-04  8.24704e-05 
  2.11105e-01  7.89697e-04  8.17794e-05 
  2.12356e-01  6.79164e-04  8.10818e-05 
  2.13607e-01  7.07426e-04  8.03798e-05 
  2.14857e-01  7.06111e-04  7.96758e-05 
  2.16108e-01  8.84062e-04  7.89712e-05 
  2.17358e-01  8.00948e-04  7.82685e-05 
  2.18609e-01  7.28423e-04  7.75692e-05 
  2.19860e-01  5.99707e-04  7.68751e-05 
  2.21110e-01  6.40604e-04  7.61881e-05 
  2.22361e-01  5.01363e-04  7.55096e-05 
  2.23612e-01  4.62189e-04  7.48413e-05 
  2.24862e-01  4.10625e-04  7.41847e-05 
  2.26113e-01  3.44679e-04  7.35409e-05 
  2.27363e-01  3.08669e-04  7.29115e-05 
  2.28614e-01  4.33828e-04  7.22974e-05 
  2.29865e-01  3.54442e-04  7.16996e-05 
  2.31115e-01  4.74762e-04  7.11195e-05 
  2.32366e-01  3.03212e-04  7.05574e-05 
  2.33617e-01  1.59737e-04  7.00144e-05 
  2.34867e-01  1.48778e-04  6.94912e-05 
  2.36118e-01  1.26349e-04  6.89882e-05 
  2.37368e-01  1.38376e-04  6.85060e-05 
  2.38619e-01  4.66209e-05  6.80447e-05 
  2.39870e-01  1.11408e-04  6.76047e-05 
  2.41120e-01  8.85005e-05  6.71863e-05 
  2.42371e-01  -1.03382e-05 6.67893e-05 
  2.43622e-01  3.60308e-05  6.64138e-05 
  2.44872e-01  1.01099e-04  6.60597e-05 
  2.46123e-01  1.44216e-04  6.57267e-05 
  2.47373e-01  1.03525e-04  6.54146e-05 
  2.48624e-01  -6.76112e-05 6.51228e-05 
  2.49875e-01  -8.25242e-05 6.48510e-05 
  2.51125e-01  4.48666e-05  6.45988e-05 
  2.52376e-01  -4.06027e-05 6.43653e-05 
  2.53627e-01  1.04611e-05  6.41501e-05 
  2.54877e-01  -4.06535e-06 6.39525e-05 
  2.56128e-01  4.95735e-06  6.37715e-05 
  2.57378e-01  -1.57714e-04 6.36066e-05 
  2.58629e-01  -1.46179e-05 6.34566e-05 
  2.59880e-01  -3.41476e-05 6.33209e-05 
  2.61130e-01  3.00363e-05  6.31987e-05 
  2.62381e-01  5.24508e-05  6.30887e-05 
  2.63632e-01  -5.16373e-05 6.29901e-05 
  2.64882e-01  6.58038e-05  6.29022e-05 
  2.66133e-01  1.24971e-04  6.28237e-05 
  2.67383e-01  1.03720e-04  6.27540e-05 
  2.68634e-01  -3.29878e-05 6.26917e-05 
  2.69885e-01  -1.43404e-05 6.26360e-05 
  2.71135e-01  1.04605e-04  6.25863e-05 
  2.72386e-01  5.25545e-05  6.25412e-05 
  2.73637e-01  1.22685e-05  6.25000e-05 
  2.74887e-01  -6.93212e-07 6.24619e-05 
  2.76138e-01  6.95271e-05  6.24259e-05 
  2.77388e-01  1.61435e-04  6.23913e-05 
  2.78639e-01  1.04505e-04  6.23572e-05 
  2.79890e-01  1.57615e-04  6.23228e-05 
  2.81140e-01  1.53482e-04  6.22877e-05 
  2.82391e-01  4.64924e-05  6.22508e-05 
  2.83642e-01  6.76129e-05  6.22117e-05 
  2.84892e-01  8.71437e-05  6.21698e-05 
  2.86143e-01  1.94660e-04  6.21244e-05 
  2.87393e-01  1.93904e-04  6.20752e-05 
  2.88644e-01  1.08917e-04  6.20216e-05 
  2.89895e-01  2.25405e-04  6.19632e-05 
  2.91145e-01  2.45225e-04  6.18997e-05 
  2.92396e-01  3.83029e-04  6.18306e-05 
  2.93647e-01  1.88341e-04  6.17558e-05 
  2.94897e-01  1.95901e-04  6.16751e-05 
  2.96148e-01  1.75982e-04  6.15881e-05 
  2.97398e-01  1.98942e-04  6.14950e-05 
  2.98649e-01  1.91331e-04  6.13954e-05 
  2.99900e-01  2.10396e-04  6.12893e-05 
  3.01150e-01  1.21688e-04  6.11769e-05 
  3.02401e-01  2.30863e-04  6.10581e-05 
  3.03652e-01  2.31733e-04  6.09329e-05 
  3.04902e-01  2.27196e-04  6.08016e-05 
  3.06153e-01  2.83847e-04  6.06641e-05 
  3.07404e-01  2.54077e-04  6.05208e-05 
  3.08654e-01  2.70338e-04  6.03720e-05 
  3.09905e-01  2.50956e-04  6.02177e-05 
  3.11155e-01  2.65973e-04  6.00584e-05 
  3.12406e-01  2.00025e-04  5.98942e-05 
  3.13657e-01  2.72272e-04  5.97256e-05 
  3.14907e-01  2.78356e-04  5.95529e-05 
  3.16158e-01  1.36855e-04  5.93764e-05 
  3.17409e-01  1.80250e-04  5.91965e-05 
  3.18659e-01  1.30289e-04  5.90138e-05 
  3.19910e-01  1.40279e-04  5.88285e-05 
  3.21160e-01  1.88872e-04  5.86411e-05 
  3.22411e-01  1.15234e-04  5.84519e-05 
  3.23662e-01  1.88739e-04  5.82615e-05 
  3.24912e-01  1.32885e-04  5.80703e-05 
  3.26163e-01  1.03138e-04  5.78786e-05 
  3.27414e-01  1.36928e-04  5.76869e-05 
  3.28664e-01  1.56776e-04  5.74958e-05 
  3.29915e-01  8.62844e-05  5.73053e-05 
  3.31165e-01  1.10540e-04  5.71162e-05 
  3.32416e-01  4.36326e-05  5.69285e-05 
  3.33667e-01  1.61288e-04  5.67428e-05 
  3.34917e-01  1.23418e-04  5.65595e-05 
  3.36168e-01  1.28489e-04  5.63787e-05 
  3.37419e-01  8.78262e-05  5.62008e-05 
  3.38669e-01  3.98506e-05  5.60262e-05 
  3.39920e-01  9.87332e-05  5.58549e-05 
  3.41170e-01  1.12042e-04  5.56874e-05 
  3.42421e-01  -3.17838e-05 5.55237e-05 
  3.43672e-01  2.72722e-05  5.53641e-05 
  3.44922e-01  3.27491e-05  5.52088e-05 
  3.46173e-01  1.09491e-04  5.50578e-05 
  3.47424e-01  -3.70998e-05 5.49113e-05 
  3.48674e-01  -1.50522e-05 5.47693e-05 
  3.49925e-01  -9.78425e-06 5.46319e-05 
  3.51175e-01  2.88285e-05  5.44991e-05 
  3.52426e-01  9.63964e-05  5.43709e-05 
  3.53677e-01  3.20481e-05  5.42474e-05 
  3.54927e-01  6.33439e-05  5.41284e-05 
  3.56178e-01  1.47408e-04  5.40139e-05 
  3.57429e-01  -2.12690e-05 5.39037e-05 
  3.58679e-01  -2.96595e-05 5.37980e-05 
  3.59930e-01  -2.47511e-05 5.36964e-05 
  3.61180e-01  3.36775e-05  5.35989e-05 
  3.62431e-01  7.36066e-05  5.35053e-05 
  3.63682e-01  -3.17284e-05 5.34154e-05 
  3.64932e-01  -7.26071e-05 5.33292e-05 
  3.66183e-01  5.55639e-06  5.32462e-05 
  3.67434e-01  3.61029e-05  5.31665e-05 
  3.68684e-01  7.08416e-05  5.30899e-05 
  3.69935e-01  1.74972e-05  5.30160e-05 
  3.71185e-01  5.62192e-06  5.29448e-05 
  3.72436e-01  -8.36529e-06 5.28758e-05 
  3.73687e-01  -1.32934e-05 5.28091e-05 
  3.74937e-01  2.57267e-05  5.27443e-05 
  3.76188e-01  -2.08677e-05 5.26813e-05 
  3.77439e-01  3.05476e-05  5.26198e-05 
  3.78689e-01  1.00727e-04  5.25596e-05 
  3.79940e-01  8.38762e-05  5.25006e-05 
  3.81190e-01  5.30080e-05  5.24425e-05 
  3.82441e-01  3.86510e-05  5.23851e-05 
  3.83692e-01  6.88337e-05  5.23282e-05 
  3.84942e-01  -5.91189e-05 5.22717e-05 
  3.86193e-01  2.42911e-05  5.22154e-05 
  3.87444e-01  4.83764e-06  5.21591e-05 
  3.88694e-01  -1.41378e-05 5.21027e-05 
  3.89945e-01  -4.63614e-05 5.20459e-05 
  3.91195e-01  -2.43467e-05 5.19887e-05 
  3.92446e-01  5.97814e-05  5.19310e-05 
  3.93697e-01  7.86292e-05  5.18725e-05 
