# Simulated SAS data with noise
# sigma generated using Sedlak et al, k=100000, c=0.55, https://doi.org/10.1107/S1600576717003077, and rebinned with 10 per bin)
# q            I            sigma       
  1.00000e-03  1.75271e+00  2.80127e-02 
  2.25063e-03  1.76771e+00  1.86297e-02 
  3.50125e-03  1.73548e+00  1.48757e-02 
  4.75188e-03  1.71926e+00  1.26946e-02 
  6.00251e-03  1.70281e+00  1.12091e-02 
  7.25313e-03  1.66636e+00  1.01013e-02 
  8.50376e-03  1.63684e+00  9.22462e-03 
  9.75439e-03  1.58734e+00  8.50108e-03 
  1.10050e-02  1.53371e+00  7.88487e-03 
  1.22556e-02  1.47808e+00  7.34721e-03 
  1.35063e-02  1.43995e+00  6.86904e-03 
  1.47569e-02  1.37033e+00  6.43722e-03 
  1.60075e-02  1.31682e+00  6.04240e-03 
  1.72581e-02  1.25191e+00  5.67774e-03 
  1.85088e-02  1.18227e+00  5.33815e-03 
  1.97594e-02  1.11451e+00  5.01976e-03 
  2.10100e-02  1.05778e+00  4.71962e-03 
  2.22607e-02  9.85233e-01  4.43540e-03 
  2.35113e-02  9.17945e-01  4.16529e-03 
  2.47619e-02  8.48866e-01  3.90787e-03 
  2.60125e-02  7.79509e-01  3.66200e-03 
  2.72632e-02  7.23262e-01  3.42676e-03 
  2.85138e-02  6.60715e-01  3.20143e-03 
  2.97644e-02  5.95207e-01  2.98541e-03 
  3.10150e-02  5.35010e-01  2.77823e-03 
  3.22657e-02  4.83196e-01  2.57952e-03 
  3.35163e-02  4.30249e-01  2.38895e-03 
  3.47669e-02  3.81469e-01  2.20627e-03 
  3.60175e-02  3.31764e-01  2.03127e-03 
  3.72682e-02  2.95267e-01  1.86378e-03 
  3.85188e-02  2.53734e-01  1.70365e-03 
  3.97694e-02  2.14399e-01  1.55076e-03 
  4.10201e-02  1.81850e-01  1.40499e-03 
  4.22707e-02  1.50991e-01  1.26625e-03 
  4.35213e-02  1.24910e-01  1.13445e-03 
  4.47719e-02  1.02582e-01  1.00950e-03 
  4.60226e-02  8.18945e-02  8.91320e-04 
  4.72732e-02  6.45867e-02  7.79834e-04 
  4.85238e-02  4.90497e-02  6.74971e-04 
  4.97744e-02  3.57990e-02  5.76663e-04 
  5.10251e-02  2.56371e-02  4.84861e-04 
  5.22757e-02  1.84968e-02  3.99544e-04 
  5.35263e-02  1.20808e-02  3.20757e-04 
  5.47769e-02  6.66312e-03  2.48690e-04 
  5.60276e-02  3.62770e-03  1.83899e-04 
  5.72782e-02  1.71655e-03  1.27976e-04 
  5.85288e-02  3.58301e-04  8.58523e-05 
  5.97794e-02  -9.11376e-05 6.99949e-05 
  6.10301e-02  3.83309e-04  8.54978e-05 
  6.22807e-02  1.25752e-03  1.14795e-04 
  6.35313e-02  2.10731e-03  1.45925e-04 
  6.47820e-02  3.79746e-03  1.75066e-04 
  6.60326e-02  5.20970e-03  2.01032e-04 
  6.72832e-02  7.02883e-03  2.23458e-04 
  6.85338e-02  8.51453e-03  2.42278e-04 
  6.97845e-02  9.48636e-03  2.57562e-04 
  7.10351e-02  1.07770e-02  2.69440e-04 
  7.22857e-02  1.18413e-02  2.78080e-04 
  7.35363e-02  1.30014e-02  2.83667e-04 
  7.47870e-02  1.31231e-02  2.86400e-04 
  7.60376e-02  1.32128e-02  2.86484e-04 
  7.72882e-02  1.27644e-02  2.84130e-04 
  7.85388e-02  1.33745e-02  2.79548e-04 
  7.97895e-02  1.24985e-02  2.72950e-04 
  8.10401e-02  1.22914e-02  2.64549e-04 
  8.22907e-02  1.09351e-02  2.54553e-04 
  8.35414e-02  1.01643e-02  2.43170e-04 
  8.47920e-02  9.43586e-03  2.30606e-04 
  8.60426e-02  8.16676e-03  2.17063e-04 
  8.72932e-02  7.52060e-03  2.02740e-04 
  8.85439e-02  6.66139e-03  1.87836e-04 
  8.97945e-02  5.37146e-03  1.72550e-04 
  9.10451e-02  4.39713e-03  1.57081e-04 
  9.22957e-02  3.45898e-03  1.41637e-04 
  9.35464e-02  2.75820e-03  1.26439e-04 
  9.47970e-02  2.14191e-03  1.11730e-04 
  9.60476e-02  1.38127e-03  9.77991e-05 
  9.72982e-02  8.74176e-04  8.49965e-05 
  9.85489e-02  4.98262e-04  7.37705e-05 
  9.97995e-02  2.18650e-04  6.46807e-05 
  1.01050e-01  1.85508e-04  5.83436e-05 
  1.02301e-01  2.70875e-05  5.52264e-05 
  1.03551e-01  8.23482e-06  5.53393e-05 
  1.04802e-01  1.54617e-04  5.81274e-05 
  1.06053e-01  1.85078e-04  6.27305e-05 
  1.07303e-01  3.85866e-04  6.83244e-05 
  1.08554e-01  7.00042e-04  7.42792e-05 
  1.09805e-01  9.70067e-04  8.01621e-05 
  1.11055e-01  1.14595e-03  8.56879e-05 
  1.12306e-01  1.35888e-03  9.06725e-05 
  1.13556e-01  1.71391e-03  9.49989e-05 
  1.14807e-01  1.75722e-03  9.85961e-05 
  1.16058e-01  2.07835e-03  1.01425e-04 
  1.17308e-01  2.09165e-03  1.03469e-04 
  1.18559e-01  2.17896e-03  1.04731e-04 
  1.19810e-01  2.29480e-03  1.05225e-04 
  1.21060e-01  2.45287e-03  1.04979e-04 
  1.22311e-01  2.32783e-03  1.04028e-04 
  1.23561e-01  2.34622e-03  1.02416e-04 
  1.24812e-01  2.00973e-03  1.00195e-04 
  1.26063e-01  1.85956e-03  9.74213e-05 
  1.27313e-01  1.88534e-03  9.41576e-05 
  1.28564e-01  1.72315e-03  9.04724e-05 
  1.29815e-01  1.61687e-03  8.64396e-05 
  1.31065e-01  1.33927e-03  8.21385e-05 
  1.32316e-01  1.08130e-03  7.76547e-05 
  1.33566e-01  8.63480e-04  7.30804e-05 
  1.34817e-01  7.40928e-04  6.85152e-05 
  1.36068e-01  5.26635e-04  6.40670e-05 
  1.37318e-01  4.25870e-04  5.98514e-05 
  1.38569e-01  3.82835e-04  5.59911e-05 
  1.39820e-01  2.60686e-04  5.26108e-05 
  1.41070e-01  1.28030e-04  4.98286e-05 
  1.42321e-01  6.66386e-05  4.77422e-05 
  1.43571e-01  3.71416e-05  4.64117e-05 
  1.44822e-01  8.14213e-05  4.58452e-05 
  1.46073e-01  -2.64510e-05 4.59936e-05 
  1.47323e-01  2.24630e-05  4.67583e-05 
  1.48574e-01  9.89470e-05  4.80095e-05 
  1.49825e-01  2.03069e-04  4.96061e-05 
  1.51075e-01  2.46724e-04  5.14126e-05 
  1.52326e-01  3.43559e-04  5.33082e-05 
  1.53576e-01  3.70968e-04  5.51911e-05 
  1.54827e-01  4.84973e-04  5.69787e-05 
  1.56078e-01  5.35408e-04  5.86062e-05 
  1.57328e-01  5.78453e-04  6.00241e-05 
  1.58579e-01  5.84703e-04  6.11961e-05 
  1.59830e-01  6.97644e-04  6.20972e-05 
