# Simulated SAS data with noise
# sigma generated using Sedlak et al, k=100000, c=0.55, https://doi.org/10.1107/S1600576717003077, and rebinned with 10 per bin)
# q            I            sigma       
  1.00000e-03  4.07117e-01  1.33711e-02 
  2.25063e-03  4.11670e-01  8.90456e-03 
  3.50125e-03  4.00981e-01  7.12748e-03 
  4.75188e-03  4.01865e-01  6.10362e-03 
  6.00251e-03  3.91464e-01  5.41394e-03 
  7.25313e-03  3.88945e-01  4.90642e-03 
  8.50376e-03  3.90646e-01  4.51082e-03 
  9.75439e-03  3.76040e-01  4.18968e-03 
  1.10050e-02  3.78263e-01  3.92094e-03 
  1.22556e-02  3.75337e-01  3.69068e-03 
  1.35063e-02  3.66880e-01  3.48962e-03 
  1.47569e-02  3.65554e-01  3.31132e-03 
  1.60075e-02  3.53666e-01  3.15115e-03 
  1.72581e-02  3.50918e-01  3.00570e-03 
  1.85088e-02  3.45945e-01  2.87238e-03 
  1.97594e-02  3.31212e-01  2.74920e-03 
  2.10100e-02  3.28385e-01  2.63460e-03 
  2.22607e-02  3.19331e-01  2.52735e-03 
  2.35113e-02  3.17033e-01  2.42645e-03 
  2.47619e-02  3.01408e-01  2.33108e-03 
  2.60125e-02  2.93862e-01  2.24058e-03 
  2.72632e-02  2.85065e-01  2.15440e-03 
  2.85138e-02  2.75958e-01  2.07209e-03 
  2.97644e-02  2.65543e-01  1.99325e-03 
  3.10150e-02  2.50442e-01  1.91755e-03 
  3.22657e-02  2.45611e-01  1.84473e-03 
  3.35163e-02  2.35625e-01  1.77455e-03 
  3.47669e-02  2.27643e-01  1.70681e-03 
  3.60175e-02  2.19023e-01  1.64133e-03 
  3.72682e-02  2.06609e-01  1.57797e-03 
  3.85188e-02  1.99188e-01  1.51660e-03 
  3.97694e-02  1.85682e-01  1.45710e-03 
  4.10201e-02  1.78770e-01  1.39938e-03 
  4.22707e-02  1.67884e-01  1.34335e-03 
  4.35213e-02  1.61034e-01  1.28895e-03 
  4.47719e-02  1.52969e-01  1.23611e-03 
  4.60226e-02  1.42285e-01  1.18477e-03 
  4.72732e-02  1.35475e-01  1.13488e-03 
  4.85238e-02  1.26978e-01  1.08640e-03 
  4.97744e-02  1.21718e-01  1.03929e-03 
  5.10251e-02  1.12565e-01  9.93521e-04 
  5.22757e-02  1.04984e-01  9.49056e-04 
  5.35263e-02  9.87042e-02  9.05869e-04 
  5.47769e-02  8.98443e-02  8.63938e-04 
  5.60276e-02  8.57598e-02  8.23240e-04 
  5.72782e-02  7.93873e-02  7.83756e-04 
  5.85288e-02  7.38596e-02  7.45467e-04 
  5.97794e-02  6.65224e-02  7.08357e-04 
  6.10301e-02  6.14425e-02  6.72411e-04 
  6.22807e-02  5.59085e-02  6.37616e-04 
  6.35313e-02  5.13697e-02  6.03957e-04 
  6.47820e-02  4.60383e-02  5.71424e-04 
  6.60326e-02  4.30100e-02  5.40004e-04 
  6.72832e-02  3.80093e-02  5.09688e-04 
  6.85338e-02  3.48901e-02  4.80466e-04 
  6.97845e-02  3.08563e-02  4.52328e-04 
  7.10351e-02  2.74023e-02  4.25267e-04 
  7.22857e-02  2.46479e-02  3.99276e-04 
  7.35363e-02  2.17822e-02  3.74346e-04 
  7.47870e-02  1.91723e-02  3.50474e-04 
  7.60376e-02  1.75853e-02  3.27655e-04 
  7.72882e-02  1.58213e-02  3.05887e-04 
  7.85388e-02  1.30417e-02  2.85168e-04 
  7.97895e-02  1.14440e-02  2.65499e-04 
  8.10401e-02  1.00451e-02  2.46883e-04 
  8.22907e-02  8.76158e-03  2.29326e-04 
  8.35414e-02  7.34683e-03  2.12836e-04 
  8.47920e-02  6.20820e-03  1.97425e-04 
  8.60426e-02  5.45564e-03  1.83108e-04 
  8.72932e-02  4.33681e-03  1.69902e-04 
  8.85439e-02  3.70260e-03  1.57826e-04 
  8.97945e-02  3.11229e-03  1.46901e-04 
  9.10451e-02  2.89603e-03  1.37146e-04 
  9.22957e-02  2.06676e-03  1.28575e-04 
  9.35464e-02  2.10941e-03  1.21194e-04 
  9.47970e-02  1.54596e-03  1.14993e-04 
  9.60476e-02  1.40215e-03  1.09945e-04 
  9.72982e-02  1.09783e-03  1.05999e-04 
  9.85489e-02  1.17794e-03  1.03081e-04 
  9.97995e-02  1.31323e-03  1.01095e-04 
  1.01050e-01  1.04420e-03  9.99280e-05 
  1.02301e-01  1.16276e-03  9.94562e-05 
  1.03551e-01  9.97517e-04  9.95542e-05 
  1.04802e-01  1.27450e-03  1.00100e-04 
  1.06053e-01  1.12536e-03  1.00982e-04 
  1.07303e-01  1.34042e-03  1.02101e-04 
  1.08554e-01  1.57941e-03  1.03369e-04 
  1.09805e-01  1.56461e-03  1.04715e-04 
