# r                 p(r)             
  7.86946e-01       0.00000e+00      
  2.36084e+00       3.07904e-03      
  3.93473e+00       1.23138e-02      
  5.50862e+00       2.61026e-02      
  7.08252e+00       4.58257e-02      
  8.65641e+00       6.90675e-02      
  1.02303e+01       9.75370e-02      
  1.18042e+01       1.29496e-01      
  1.33781e+01       1.63829e-01      
  1.49520e+01       2.01816e-01      
  1.65259e+01       2.41140e-01      
  1.80998e+01       2.83029e-01      
  1.96737e+01       3.26608e-01      
  2.12475e+01       3.69996e-01      
  2.28214e+01       4.15328e-01      
  2.43953e+01       4.60011e-01      
  2.59692e+01       5.06758e-01      
  2.75431e+01       5.51319e-01      
  2.91170e+01       5.96708e-01      
  3.06909e+01       6.39136e-01      
  3.22648e+01       6.82989e-01      
  3.38387e+01       7.24624e-01      
  3.54126e+01       7.62854e-01      
  3.69865e+01       7.98539e-01      
  3.85604e+01       8.35612e-01      
  4.01343e+01       8.64305e-01      
  4.17081e+01       8.94481e-01      
  4.32820e+01       9.19988e-01      
  4.48559e+01       9.43075e-01      
  4.64298e+01       9.61506e-01      
  4.80037e+01       9.77946e-01      
  4.95776e+01       9.87350e-01      
  5.11515e+01       9.95236e-01      
  5.27254e+01       9.98675e-01      
  5.42993e+01       1.00000e+00      
  5.58732e+01       9.94106e-01      
  5.74471e+01       9.87088e-01      
  5.90210e+01       9.73435e-01      
  6.05949e+01       9.59307e-01      
  6.21688e+01       9.38291e-01      
  6.37426e+01       9.12717e-01      
  6.53165e+01       8.86121e-01      
  6.68904e+01       8.56287e-01      
  6.84643e+01       8.23582e-01      
  7.00382e+01       7.84457e-01      
  7.16121e+01       7.46119e-01      
  7.31860e+01       7.03393e-01      
  7.47599e+01       6.57968e-01      
  7.63338e+01       6.13620e-01      
  7.79077e+01       5.64522e-01      
  7.94816e+01       5.14243e-01      
  8.10555e+01       4.62642e-01      
  8.26293e+01       4.12487e-01      
  8.42032e+01       3.61170e-01      
  8.57771e+01       3.11829e-01      
  8.73510e+01       2.64454e-01      
  8.89249e+01       2.18806e-01      
  9.04988e+01       1.78001e-01      
  9.20727e+01       1.39339e-01      
  9.36466e+01       1.06679e-01      
  9.52205e+01       7.79247e-02      
  9.67944e+01       5.71650e-02      
  9.83683e+01       4.19842e-02      
  9.99422e+01       3.44474e-02      
  1.01516e+02       3.27345e-02      
  1.03090e+02       3.18181e-02      
  1.04664e+02       3.07507e-02      
  1.06238e+02       2.96851e-02      
  1.07812e+02       2.86454e-02      
  1.09386e+02       2.74399e-02      
  1.10959e+02       2.61464e-02      
  1.12533e+02       2.48880e-02      
  1.14107e+02       2.35570e-02      
  1.15681e+02       2.22189e-02      
  1.17255e+02       2.09215e-02      
  1.18829e+02       1.96407e-02      
  1.20403e+02       1.82468e-02      
  1.21977e+02       1.69874e-02      
  1.23551e+02       1.56378e-02      
  1.25124e+02       1.42849e-02      
  1.26698e+02       1.28624e-02      
  1.28272e+02       1.15381e-02      
  1.29846e+02       1.01870e-02      
  1.31420e+02       8.90432e-03      
  1.32994e+02       7.62246e-03      
  1.34568e+02       6.47090e-03      
  1.36142e+02       5.38817e-03      
  1.37716e+02       4.32049e-03      
  1.39289e+02       3.39302e-03      
  1.40863e+02       2.54810e-03      
  1.42437e+02       1.78283e-03      
  1.44011e+02       1.15475e-03      
  1.45585e+02       6.60198e-04      
  1.47159e+02       2.90278e-04      
  1.48733e+02       6.97912e-05      
  1.50307e+02       2.00167e-06      
  1.51881e+02       1.08116e-08      
  1.53455e+02       0.00000e+00      
  1.55028e+02       0.00000e+00      
  1.56602e+02       0.00000e+00      
