# Simulated SAS data with noise
# sigma generated using Sedlak et al, k=100000, c=0.55, https://doi.org/10.1107/S1600576717003077, and rebinned with 10 per bin)
# q            I            sigma       
  1.00000e-03  5.65325e-01  1.58128e-02 
  2.25063e-03  5.42347e-01  1.05292e-02 
  3.50125e-03  5.50843e-01  8.42588e-03 
  4.75188e-03  5.52254e-01  7.21301e-03 
  6.00251e-03  5.53515e-01  6.39511e-03 
  7.25313e-03  5.50891e-01  5.79240e-03 
  8.50376e-03  5.44559e-01  5.32186e-03 
  9.75439e-03  5.23548e-01  4.93919e-03 
  1.10050e-02  5.20010e-01  4.61834e-03 
  1.22556e-02  5.21243e-01  4.34286e-03 
  1.35063e-02  5.15153e-01  4.10178e-03 
  1.47569e-02  4.99551e-01  3.88752e-03 
  1.60075e-02  4.84401e-01  3.69462e-03 
  1.72581e-02  4.78944e-01  3.51905e-03 
  1.85088e-02  4.68048e-01  3.35775e-03 
  1.97594e-02  4.56117e-01  3.20842e-03 
  2.10100e-02  4.42735e-01  3.06919e-03 
  2.22607e-02  4.33476e-01  2.93862e-03 
  2.35113e-02  4.16724e-01  2.81555e-03 
  2.47619e-02  4.04109e-01  2.69902e-03 
  2.60125e-02  3.94001e-01  2.58826e-03 
  2.72632e-02  3.78682e-01  2.48262e-03 
  2.85138e-02  3.61258e-01  2.38159e-03 
  2.97644e-02  3.48894e-01  2.28469e-03 
  3.10150e-02  3.35312e-01  2.19156e-03 
  3.22657e-02  3.20053e-01  2.10188e-03 
  3.35163e-02  3.06372e-01  2.01538e-03 
  3.47669e-02  2.91509e-01  1.93183e-03 
  3.60175e-02  2.76093e-01  1.85102e-03 
  3.72682e-02  2.62438e-01  1.77279e-03 
  3.85188e-02  2.50918e-01  1.69699e-03 
  3.97694e-02  2.34421e-01  1.62349e-03 
  4.10201e-02  2.22832e-01  1.55218e-03 
  4.22707e-02  2.09391e-01  1.48298e-03 
  4.35213e-02  1.96519e-01  1.41578e-03 
  4.47719e-02  1.84280e-01  1.35052e-03 
  4.60226e-02  1.73443e-01  1.28713e-03 
  4.72732e-02  1.58727e-01  1.22556e-03 
  4.85238e-02  1.47879e-01  1.16575e-03 
  4.97744e-02  1.36776e-01  1.10767e-03 
  5.10251e-02  1.27914e-01  1.05127e-03 
  5.22757e-02  1.16074e-01  9.96516e-04 
  5.35263e-02  1.07776e-01  9.43378e-04 
  5.47769e-02  9.74938e-02  8.91823e-04 
  5.60276e-02  8.86583e-02  8.41829e-04 
  5.72782e-02  8.07928e-02  7.93368e-04 
  5.85288e-02  7.27388e-02  7.46422e-04 
  5.97794e-02  6.57560e-02  7.00968e-04 
  6.10301e-02  5.84595e-02  6.56985e-04 
  6.22807e-02  5.27528e-02  6.14461e-04 
  6.35313e-02  4.60434e-02  5.73377e-04 
  6.47820e-02  4.16019e-02  5.33716e-04 
  6.60326e-02  3.61924e-02  4.95466e-04 
  6.72832e-02  3.10291e-02  4.58614e-04 
  6.85338e-02  2.79015e-02  4.23146e-04 
  6.97845e-02  2.33729e-02  3.89051e-04 
  7.10351e-02  1.92456e-02  3.56322e-04 
  7.22857e-02  1.69854e-02  3.24950e-04 
  7.35363e-02  1.39677e-02  2.94931e-04 
  7.47870e-02  1.14515e-02  2.66262e-04 
  7.60376e-02  8.93376e-03  2.38948e-04 
  7.72882e-02  7.61063e-03  2.12999e-04 
  7.85388e-02  5.67649e-03  1.88437e-04 
  7.97895e-02  4.45680e-03  1.65298e-04 
  8.10401e-02  3.23823e-03  1.43643e-04 
  8.22907e-02  2.42428e-03  1.23571e-04 
  8.35414e-02  1.50246e-03  1.05243e-04 
  8.47920e-02  9.08284e-04  8.89193e-05 
  8.60426e-02  4.95858e-04  7.50079e-05 
  8.72932e-02  2.91695e-04  6.41097e-05 
  8.85439e-02  4.15330e-05  5.69520e-05 
  8.97945e-02  1.04251e-04  5.40512e-05 
  9.10451e-02  1.89188e-05  5.52109e-05 
  9.22957e-02  1.71192e-04  5.94702e-05 
  9.35464e-02  4.28226e-04  6.56391e-05 
  9.47970e-02  6.31528e-04  7.27549e-05 
  9.60476e-02  7.75872e-04  8.01778e-05 
  9.72982e-02  1.02897e-03  8.75146e-05 
