# Simulated SAS data with noise
# sigma generated using Sedlak et al, k=100000, c=0.55, https://doi.org/10.1107/S1600576717003077, and rebinned with 10 per bin)
# q            I            sigma       
  1.00000e-03  6.34303e-02  5.38651e-03 
  2.25063e-03  5.58160e-02  3.58544e-03 
  3.50125e-03  6.21095e-02  2.86745e-03 
  4.75188e-03  6.03996e-02  2.45252e-03 
  6.00251e-03  5.85625e-02  2.17191e-03 
  7.25313e-03  5.92264e-02  1.96439e-03 
  8.50376e-03  5.89547e-02  1.80170e-03 
  9.75439e-03  5.50961e-02  1.66878e-03 
  1.10050e-02  5.41510e-02  1.55675e-03 
  1.22556e-02  5.62194e-02  1.46004e-03 
  1.35063e-02  5.35395e-02  1.37492e-03 
  1.47569e-02  5.35497e-02  1.29881e-03 
  1.60075e-02  5.05300e-02  1.22987e-03 
  1.72581e-02  4.84680e-02  1.16673e-03 
  1.85088e-02  4.76110e-02  1.10836e-03 
  1.97594e-02  4.55444e-02  1.05399e-03 
  2.10100e-02  4.24712e-02  1.00298e-03 
  2.22607e-02  4.25487e-02  9.54871e-04 
  2.35113e-02  3.99079e-02  9.09261e-04 
  2.47619e-02  3.78076e-02  8.65841e-04 
  2.60125e-02  3.59133e-02  8.24358e-04 
  2.72632e-02  3.50165e-02  7.84605e-04 
  2.85138e-02  3.32860e-02  7.46414e-04 
  2.97644e-02  2.99864e-02  7.09644e-04 
  3.10150e-02  2.74866e-02  6.74182e-04 
  3.22657e-02  2.51230e-02  6.39936e-04 
  3.35163e-02  2.36514e-02  6.06830e-04 
  3.47669e-02  2.14740e-02  5.74805e-04 
  3.60175e-02  1.98516e-02  5.43814e-04 
  3.72682e-02  1.75475e-02  5.13821e-04 
  3.85188e-02  1.68794e-02  4.84803e-04 
  3.97694e-02  1.51017e-02  4.56745e-04 
  4.10201e-02  1.32850e-02  4.29644e-04 
  4.22707e-02  1.23344e-02  4.03504e-04 
  4.35213e-02  1.06187e-02  3.78340e-04 
  4.47719e-02  8.72442e-03  3.54178e-04 
  4.60226e-02  6.74547e-03  3.31055e-04 
  4.72732e-02  6.41940e-03  3.09020e-04 
  4.85238e-02  5.01370e-03  2.88135e-04 
  4.97744e-02  4.52109e-03  2.68479e-04 
  5.10251e-02  3.08303e-03  2.50147e-04 
  5.22757e-02  3.17904e-03  2.33249e-04 
  5.35263e-02  1.99197e-03  2.17914e-04 
  5.47769e-02  9.15735e-04  2.04280e-04 
  5.60276e-02  8.17299e-04  1.92493e-04 
  5.72782e-02  4.13567e-04  1.82687e-04 
  5.85288e-02  3.13190e-04  1.74973e-04 
  5.97794e-02  -1.33342e-04 1.69413e-04 
  6.10301e-02  -5.03544e-05 1.66002e-04 
  6.22807e-02  2.54980e-04  1.64659e-04 
  6.35313e-02  1.74997e-04  1.65227e-04 
  6.47820e-02  2.25682e-04  1.67488e-04 
  6.60326e-02  5.95820e-04  1.71190e-04 
  6.72832e-02  8.50586e-04  1.76067e-04 
  6.85338e-02  1.44327e-03  1.81864e-04 
  6.97845e-02  1.45244e-03  1.88344e-04 
  7.10351e-02  2.25354e-03  1.95304e-04 
  7.22857e-02  3.03538e-03  2.02565e-04 
  7.35363e-02  3.50414e-03  2.09981e-04 
  7.47870e-02  4.02952e-03  2.17430e-04 
  7.60376e-02  4.87882e-03  2.24812e-04 
  7.72882e-02  5.52547e-03  2.32045e-04 
  7.85388e-02  6.42377e-03  2.39063e-04 
  7.97895e-02  6.92577e-03  2.45813e-04 
  8.10401e-02  8.02245e-03  2.52251e-04 
  8.22907e-02  8.23753e-03  2.58343e-04 
  8.35414e-02  9.59187e-03  2.64062e-04 
  8.47920e-02  9.65872e-03  2.69385e-04 
  8.60426e-02  1.08142e-02  2.74295e-04 
  8.72932e-02  1.15751e-02  2.78782e-04 
  8.85439e-02  1.20530e-02  2.82834e-04 
  8.97945e-02  1.26199e-02  2.86445e-04 
  9.10451e-02  1.31257e-02  2.89613e-04 
  9.22957e-02  1.38983e-02  2.92336e-04 
  9.35464e-02  1.46952e-02  2.94613e-04 
  9.47970e-02  1.53373e-02  2.96448e-04 
  9.60476e-02  1.50441e-02  2.97844e-04 
  9.72982e-02  1.60016e-02  2.98807e-04 
  9.85489e-02  1.61634e-02  2.99341e-04 
  9.97995e-02  1.61697e-02  2.99456e-04 
  1.01050e-01  1.65722e-02  2.99158e-04 
  1.02301e-01  1.65785e-02  2.98458e-04 
  1.03551e-01  1.71453e-02  2.97366e-04 
  1.04802e-01  1.65173e-02  2.95892e-04 
  1.06053e-01  1.66032e-02  2.94049e-04 
  1.07303e-01  1.63338e-02  2.91847e-04 
  1.08554e-01  1.70395e-02  2.89301e-04 
  1.09805e-01  1.65786e-02  2.86424e-04 
  1.11055e-01  1.60433e-02  2.83229e-04 
  1.12306e-01  1.56259e-02  2.79731e-04 
  1.13556e-01  1.54533e-02  2.75945e-04 
  1.14807e-01  1.45322e-02  2.71886e-04 
  1.16058e-01  1.53028e-02  2.67571e-04 
  1.17308e-01  1.42900e-02  2.63015e-04 
  1.18559e-01  1.42355e-02  2.58234e-04 
  1.19810e-01  1.35284e-02  2.53246e-04 
  1.21060e-01  1.32040e-02  2.48068e-04 
  1.22311e-01  1.28594e-02  2.42718e-04 
  1.23561e-01  1.24417e-02  2.37212e-04 
  1.24812e-01  1.08979e-02  2.31571e-04 
  1.26063e-01  1.08391e-02  2.25812e-04 
  1.27313e-01  1.04024e-02  2.19954e-04 
  1.28564e-01  9.43422e-03  2.14016e-04 
  1.29815e-01  8.59802e-03  2.08019e-04 
  1.31065e-01  8.28802e-03  2.01982e-04 
  1.32316e-01  7.73481e-03  1.95925e-04 
  1.33566e-01  6.99812e-03  1.89870e-04 
  1.34817e-01  7.21791e-03  1.83838e-04 
  1.36068e-01  5.92116e-03  1.77851e-04 
  1.37318e-01  5.17968e-03  1.71931e-04 
  1.38569e-01  4.97060e-03  1.66101e-04 
  1.39820e-01  4.23640e-03  1.60385e-04 
  1.41070e-01  3.85432e-03  1.54805e-04 
  1.42321e-01  3.33404e-03  1.49387e-04 
  1.43571e-01  2.74209e-03  1.44155e-04 
  1.44822e-01  2.45084e-03  1.39133e-04 
  1.46073e-01  2.22511e-03  1.34346e-04 
  1.47323e-01  1.82121e-03  1.29819e-04 
  1.48574e-01  1.45515e-03  1.25575e-04 
  1.49825e-01  1.24183e-03  1.21636e-04 
  1.51075e-01  1.10615e-03  1.18022e-04 
  1.52326e-01  7.19791e-04  1.14751e-04 
