# r                 p(r)             
  1.17921e-01       7.95705e-08      
  3.53762e-01       4.93337e-07      
  5.89603e-01       1.51184e-06      
  8.25444e-01       2.62583e-06      
  1.06128e+00       3.66024e-06      
  1.29713e+00       5.98370e-06      
  1.53297e+00       9.03921e-06      
  1.76881e+00       1.14741e-05      
  2.00465e+00       1.40044e-05      
  2.24049e+00       1.76169e-05      
  2.47633e+00       2.07361e-05      
  2.71217e+00       2.50965e-05      
  2.94801e+00       2.96162e-05      
  3.18385e+00       3.34037e-05      
  3.41970e+00       3.79711e-05      
  3.65554e+00       4.31113e-05      
  3.89138e+00       4.90314e-05      
  4.12722e+00       5.38374e-05      
  4.36306e+00       6.09669e-05      
  4.59890e+00       6.75554e-05      
  4.83474e+00       7.03244e-05      
  5.07058e+00       7.64514e-05      
  5.30642e+00       8.29602e-05      
  5.54227e+00       9.02648e-05      
  5.77811e+00       9.47526e-05      
  6.01395e+00       9.99406e-05      
  6.24979e+00       1.08025e-04      
  6.48563e+00       1.13563e-04      
  6.72147e+00       1.22682e-04      
  6.95731e+00       1.24512e-04      
  7.19315e+00       1.34999e-04      
  7.42899e+00       1.39312e-04      
  7.66483e+00       1.44325e-04      
  7.90068e+00       1.53157e-04      
  8.13652e+00       1.60621e-04      
  8.37236e+00       1.64679e-04      
  8.60820e+00       1.75453e-04      
  8.84404e+00       1.84572e-04      
  9.07988e+00       1.83903e-04      
  9.31572e+00       1.92624e-04      
  9.55156e+00       1.96094e-04      
  9.78741e+00       2.04210e-04      
  1.00232e+01       2.11212e-04      
  1.02591e+01       2.14618e-04      
  1.04949e+01       2.21254e-04      
  1.07308e+01       2.23402e-04      
  1.09666e+01       2.28829e-04      
  1.12025e+01       2.33715e-04      
  1.14383e+01       2.39539e-04      
  1.16741e+01       2.39587e-04      
  1.19100e+01       2.45014e-04      
  1.21458e+01       2.53910e-04      
  1.23817e+01       2.48594e-04      
  1.26175e+01       2.53241e-04      
  1.28533e+01       2.60800e-04      
  1.30892e+01       2.61883e-04      
  1.33250e+01       2.63188e-04      
  1.35609e+01       2.72147e-04      
  1.37967e+01       2.67198e-04      
  1.40325e+01       2.63506e-04      
  1.42684e+01       2.72465e-04      
  1.45042e+01       2.70603e-04      
  1.47401e+01       2.72975e-04      
  1.49759e+01       2.69903e-04      
  1.52118e+01       2.63856e-04      
  1.54476e+01       2.70715e-04      
  1.56834e+01       2.70333e-04      
  1.59193e+01       2.67453e-04      
  1.61551e+01       2.71145e-04      
  1.63910e+01       2.61437e-04      
  1.66268e+01       2.57252e-04      
  1.68626e+01       2.61946e-04      
  1.70985e+01       2.60960e-04      
  1.73343e+01       2.61532e-04      
  1.75702e+01       2.57761e-04      
  1.78060e+01       2.56360e-04      
  1.80418e+01       2.47305e-04      
  1.82777e+01       2.57220e-04      
  1.85135e+01       2.51188e-04      
  1.87494e+01       2.43136e-04      
  1.89852e+01       2.44775e-04      
  1.92210e+01       2.41863e-04      
  1.94569e+01       2.44759e-04      
  1.96927e+01       2.31789e-04      
  1.99286e+01       2.30802e-04      
  2.01644e+01       2.28176e-04      
