# r                 p(r)             
  3.14618e-01       4.36820e-06      
  9.43855e-01       3.17196e-05      
  1.57309e+00       8.50178e-05      
  2.20233e+00       1.62164e-04      
  2.83157e+00       2.62138e-04      
  3.46080e+00       3.84062e-04      
  4.09004e+00       5.31500e-04      
  4.71928e+00       6.94992e-04      
  5.34851e+00       8.68330e-04      
  5.97775e+00       1.06689e-03      
  6.60699e+00       1.28269e-03      
  7.23622e+00       1.50596e-03      
  7.86546e+00       1.76361e-03      
  8.49470e+00       2.00811e-03      
  9.12393e+00       2.26870e-03      
  9.75317e+00       2.53544e-03      
  1.03824e+01       2.81894e-03      
  1.10116e+01       3.11105e-03      
  1.16409e+01       3.41153e-03      
  1.22701e+01       3.69516e-03      
  1.28994e+01       3.99468e-03      
  1.35286e+01       4.31584e-03      
  1.41578e+01       4.59863e-03      
  1.47871e+01       4.93036e-03      
  1.54163e+01       5.22850e-03      
  1.60455e+01       5.52985e-03      
  1.66748e+01       5.82199e-03      
  1.73040e+01       6.12703e-03      
  1.79332e+01       6.41914e-03      
  1.85625e+01       6.71554e-03      
  1.91917e+01       6.97597e-03      
  1.98210e+01       7.27304e-03      
  2.04502e+01       7.52871e-03      
  2.10794e+01       7.78153e-03      
  2.17087e+01       8.03584e-03      
  2.23379e+01       8.26397e-03      
  2.29671e+01       8.49133e-03      
  2.35964e+01       8.68642e-03      
  2.42256e+01       8.89731e-03      
  2.48549e+01       9.04420e-03      
  2.54841e+01       9.22883e-03      
  2.61133e+01       9.37834e-03      
  2.67426e+01       9.53692e-03      
  2.73718e+01       9.60935e-03      
  2.80010e+01       9.72320e-03      
  2.86303e+01       9.79852e-03      
  2.92595e+01       9.84205e-03      
  2.98887e+01       9.88423e-03      
  3.05180e+01       9.90535e-03      
  3.11472e+01       9.90083e-03      
  3.17765e+01       9.89845e-03      
  3.24057e+01       9.85042e-03      
  3.30349e+01       9.80024e-03      
  3.36642e+01       9.74814e-03      
  3.42934e+01       9.63804e-03      
  3.49226e+01       9.54855e-03      
  3.55519e+01       9.45089e-03      
  3.61811e+01       9.31637e-03      
  3.68103e+01       9.17395e-03      
  3.74396e+01       8.99726e-03      
  3.80688e+01       8.82659e-03      
  3.86981e+01       8.64533e-03      
  3.93273e+01       8.42174e-03      
  3.99565e+01       8.20467e-03      
  4.05858e+01       7.97289e-03      
  4.12150e+01       7.76245e-03      
  4.18442e+01       7.47634e-03      
  4.24735e+01       7.18916e-03      
  4.31027e+01       6.90980e-03      
  4.37320e+01       6.62279e-03      
  4.43612e+01       6.30405e-03      
  4.49904e+01       5.99516e-03      
  4.56197e+01       5.67635e-03      
  4.62489e+01       5.35511e-03      
  4.68781e+01       5.03218e-03      
  4.75074e+01       4.68713e-03      
  4.81366e+01       4.34073e-03      
  4.87658e+01       4.01282e-03      
  4.93951e+01       3.68838e-03      
  5.00243e+01       3.34970e-03      
  5.06536e+01       3.02810e-03      
  5.12828e+01       2.71574e-03      
  5.19120e+01       2.39357e-03      
  5.25413e+01       2.08271e-03      
  5.31705e+01       1.78835e-03      
  5.37997e+01       1.51742e-03      
  5.44290e+01       1.25485e-03      
  5.50582e+01       1.01563e-03      
  5.56875e+01       7.84625e-04      
  5.63167e+01       5.87623e-04      
  5.69459e+01       4.11352e-04      
  5.75752e+01       2.67494e-04      
  5.82044e+01       1.52038e-04      
  5.88336e+01       6.65572e-05      
  5.94629e+01       1.58830e-05      
  6.00921e+01       3.70448e-07      
  6.07213e+01       0.00000e+00      
  6.13506e+01       0.00000e+00      
  6.19798e+01       0.00000e+00      
  6.26091e+01       0.00000e+00      
