# x y z sld
18.305024 -8.891070 6.959504 -1.000000
-11.806025 -16.804133 -3.899235 -1.000000
-6.410896 20.662000 -2.210277 -1.000000
-9.713695 -10.969247 4.004594 -1.000000
13.719686 6.765288 -17.502791 -1.000000
-23.479949 -9.676751 -15.759235 -1.000000
0.939796 2.109013 5.694763 -1.000000
7.699735 13.016532 -18.888756 -1.000000
-21.482423 -16.299550 -7.901793 -1.000000
18.342164 -12.784734 -15.213817 -1.000000
2.499517 8.254836 15.342192 -1.000000
11.952262 -0.710505 -18.223850 -1.000000
-4.851971 10.145059 -16.807427 -1.000000
16.392720 20.431451 13.780186 -1.000000
-15.923235 -2.813178 11.089470 -1.000000
-14.588079 12.665436 -4.641795 -1.000000
15.897182 -19.851735 -4.000129 -1.000000
3.761661 -14.035219 -12.795792 -1.000000
-12.426738 -10.517236 22.119965 -1.000000
-22.462894 5.665997 -1.172310 -1.000000
-1.822511 13.022376 -4.219504 -1.000000
3.912806 -2.650075 11.967369 -1.000000
-15.924464 -18.231105 -11.316120 -1.000000
-5.503985 2.076048 -0.482182 -1.000000
0.727679 2.998363 -14.415800 -1.000000
1.237965 12.897310 -8.576231 -1.000000
8.153440 17.539395 4.822734 -1.000000
10.869394 8.689595 9.239796 -1.000000
11.333911 12.520153 -22.858826 -1.000000
10.047294 -20.121390 -13.225137 -1.000000
-2.179315 1.979467 -4.086167 -1.000000
-17.621882 -1.328270 6.925142 -1.000000
11.446349 -0.888752 -10.489814 -1.000000
-5.273233 9.112559 -19.722931 -1.000000
-12.459529 -5.459751 -23.668981 -1.000000
15.822281 -4.620326 -21.725852 -1.000000
-8.286289 12.425620 -20.935393 -1.000000
10.018636 -3.197189 -18.597880 -1.000000
21.130841 10.264374 -3.451979 -1.000000
13.624172 12.418988 4.239424 -1.000000
-7.995113 20.056166 7.877881 -1.000000
0.695217 9.489560 -13.175045 -1.000000
6.266891 -12.017607 -10.341448 -1.000000
-14.385815 15.011769 -0.343165 -1.000000
0.367141 -18.843221 7.359590 -1.000000
-9.053984 20.009267 5.607982 -1.000000
21.041487 -8.098836 -9.807105 -1.000000
-16.844611 2.829464 23.342666 -1.000000
8.451730 -22.242730 -6.759012 -1.000000
-15.167754 22.826902 10.687426 -1.000000
7.030303 7.099302 -2.476816 -1.000000
-18.820302 -9.137818 16.308846 -1.000000
-15.760473 -12.745104 4.259347 -1.000000
4.916897 -0.061232 26.470082 -1.000000
-9.163673 -3.957290 -27.794622 -1.000000
5.619430 0.319906 -9.206081 -1.000000
-17.981427 -23.167160 5.237038 -1.000000
-6.268203 23.368496 8.278769 -1.000000
-8.884393 -16.152530 16.424145 -1.000000
-11.685785 17.053630 -0.354037 -1.000000
13.648824 -10.450212 3.809382 -1.000000
22.186926 -11.310114 5.133876 -1.000000
4.637625 -27.045824 9.621616 -1.000000
-7.031397 3.607059 -1.913964 -1.000000
11.217692 11.921003 1.484127 -1.000000
0.391813 -21.843832 -9.096845 -1.000000
4.050988 2.463205 23.187033 -1.000000
-19.581770 21.438438 -5.452339 -1.000000
6.685272 20.319141 11.558551 -1.000000
23.390185 -5.786729 -0.817537 -1.000000
-0.247175 -3.943223 -12.147628 -1.000000
21.503337 16.018096 11.519757 -1.000000
-15.920416 -4.909177 10.971598 -1.000000
-22.151450 -0.475477 -16.389426 -1.000000
1.336491 -24.616179 12.327805 -1.000000
-9.485076 9.814758 21.202046 -1.000000
0.219978 -14.616983 14.624426 -1.000000
12.579922 18.466896 4.128577 -1.000000
-20.490936 -5.763722 -1.958341 -1.000000
-0.188971 -22.496700 7.087894 -1.000000
0.212831 -18.062522 3.457681 -1.000000
1.313228 14.756248 5.050077 -1.000000
23.660390 -6.958111 -12.584701 -1.000000
17.926324 -5.288632 7.431800 -1.000000
18.607673 17.265276 -5.332559 -1.000000
-2.402498 23.981217 -12.537312 -1.000000
-17.222545 15.074570 5.400375 -1.000000
-8.414894 -3.251016 -21.610611 -1.000000
-9.352911 5.939453 21.391552 -1.000000
-6.976287 -23.213956 -3.952660 -1.000000
-15.770871 4.972643 -13.632543 -1.000000
-0.847136 -4.742645 -17.266067 -1.000000
11.131401 -5.572684 -20.934602 -1.000000
-4.372046 14.705811 9.233526 -1.000000
0.434613 24.967429 8.569838 -1.000000
-16.076890 -7.633342 -8.619252 -1.000000
12.287402 -19.415100 0.387730 -1.000000
-6.928456 9.793924 2.884465 -1.000000
-7.528962 -5.551919 4.399937 -1.000000
20.828228 4.630071 1.277017 -1.000000
-12.764451 -7.291375 -19.570907 -1.000000
18.018574 -12.671461 1.155634 -1.000000
-8.752337 19.645536 3.822316 -1.000000
-16.422996 -18.637997 -5.096586 -1.000000
20.514137 6.525481 -7.514472 -1.000000
8.996675 -16.042870 7.050601 -1.000000
-10.103144 16.886269 22.023847 -1.000000
-2.483229 -23.169851 4.453546 -1.000000
22.424950 -1.039445 13.261826 -1.000000
14.123564 13.218220 9.430506 -1.000000
-5.597152 2.453346 19.785327 -1.000000
-19.357789 -15.295391 5.118945 -1.000000
1.103243 8.673437 -0.124250 -1.000000
5.421563 11.782250 7.253153 -1.000000
-8.760228 -12.282841 -19.751907 -1.000000
19.945796 -7.733694 -9.396618 -1.000000
-1.562134 -8.774265 1.749147 -1.000000
1.059907 7.295788 0.039101 -1.000000
-13.057092 -14.596196 -5.855481 -1.000000
8.407124 -2.057932 25.094256 -1.000000
1.123081 -8.338719 -5.178217 -1.000000
23.600911 -7.189381 11.338794 -1.000000
10.851115 20.191188 10.428837 -1.000000
-9.355574 7.467828 26.766466 -1.000000
15.811304 6.394855 -1.314199 -1.000000
21.384473 -3.842478 -4.469107 -1.000000
13.899642 0.759985 25.977023 -1.000000
-15.042622 -17.065854 14.000379 -1.000000
-4.346389 -19.184620 -2.397608 -1.000000
14.092468 2.601505 25.010321 -1.000000
1.941413 -4.899880 8.582404 -1.000000
-1.807877 -9.330614 26.873548 -1.000000
-15.704696 -12.291408 -3.860724 -1.000000
22.633446 9.941310 9.643054 -1.000000
7.736682 16.669628 -20.746207 -1.000000
-7.616479 12.807534 11.617522 -1.000000
-4.554106 -19.027993 14.184073 -1.000000
23.911227 -2.196588 4.942539 -1.000000
1.647839 -9.533625 -5.385713 -1.000000
1.854753 -18.238715 23.048088 -1.000000
-21.548180 8.479908 -0.424710 -1.000000
20.643275 2.768745 20.776006 -1.000000
-1.758355 19.495374 -5.761419 -1.000000
-2.179957 -9.352951 -1.346630 -1.000000
2.935144 27.054280 -8.748121 -1.000000
16.215279 10.318160 1.234111 -1.000000
1.897542 11.611955 -1.954131 -1.000000
2.370947 -10.025252 -24.657557 -1.000000
3.229539 22.856476 6.496776 -1.000000
-28.960697 3.091080 1.308217 -1.000000
12.026066 20.295133 -2.882613 -1.000000
-12.520723 15.572594 7.893195 -1.000000
-16.642384 -16.581880 1.147632 -1.000000
3.229755 12.969280 -17.313679 -1.000000
-26.085251 -11.559727 1.023524 -1.000000
-9.840818 -17.220285 7.163340 -1.000000
-4.553833 5.542874 -23.925776 -1.000000
21.016619 -7.534867 9.983275 -1.000000
19.607982 -11.612337 -12.013876 -1.000000
11.634103 11.271976 -13.990246 -1.000000
-7.023820 -0.767895 20.422486 -1.000000
4.663302 -17.976748 14.136033 -1.000000
4.217586 13.943888 4.930375 -1.000000
-12.174785 -0.285862 -9.497767 -1.000000
-26.028673 -2.073142 -1.779785 -1.000000
-6.524796 -15.990058 18.294826 -1.000000
-18.444567 -11.804505 12.745060 -1.000000
13.922842 -0.955425 -25.779630 -1.000000
-3.224699 -29.320767 -1.875353 -1.000000
0.927540 25.015884 3.088394 -1.000000
0.630399 11.926318 22.097421 -1.000000
9.515943 19.360494 -1.141398 -1.000000
-3.669366 -16.406354 11.638009 -1.000000
12.530858 -6.987449 9.429353 -1.000000
-26.661684 2.520169 7.261504 -1.000000
-18.942189 -7.873013 -19.756723 -1.000000
-14.415034 -13.463392 17.219354 -1.000000
-16.262647 -12.916510 -18.270740 -1.000000
-12.610538 -10.279403 15.625324 -1.000000
-3.441653 -26.888791 12.699343 -1.000000
-22.479161 -3.696688 -6.086248 -1.000000
-0.276549 20.161014 -1.168385 -1.000000
-20.563526 -2.272575 4.793287 -1.000000
6.070382 5.935512 -28.046656 -1.000000
1.662666 -17.389489 -4.552184 -1.000000
4.024750 -20.069020 14.052403 -1.000000
-16.324622 9.463291 12.827780 -1.000000
28.797621 -2.564542 -0.465997 -1.000000
-7.701685 -9.557101 -14.377194 -1.000000
-22.084982 -3.821596 12.043670 -1.000000
6.236445 -3.339651 3.083409 -1.000000
19.044069 -9.753545 -15.332776 -1.000000
-10.252120 -7.439696 -2.527109 -1.000000
1.515205 -18.866074 12.606864 -1.000000
26.865733 -9.136313 -5.957710 -1.000000
-24.116139 0.047922 10.705924 -1.000000
8.233593 9.568172 25.334753 -1.000000
-13.129441 -5.868324 3.031395 -1.000000
-21.240847 -7.859498 2.032957 -1.000000
-14.574062 20.629571 -8.343957 -1.000000
6.244878 21.197341 -8.625315 -1.000000
-8.567932 9.161314 -8.320572 -1.000000
14.851091 -15.582253 7.932233 -1.000000
-20.443819 1.342125 6.207242 -1.000000
6.319687 -3.974760 -0.412072 -1.000000
13.435434 4.371419 -18.042149 -1.000000
-0.786755 -9.707832 -26.692016 -1.000000
-1.136092 11.926853 -7.537275 -1.000000
9.600474 12.011022 3.078040 -1.000000
2.420195 22.750555 -18.284569 -1.000000
-11.061680 1.473401 2.280928 -1.000000
16.165489 -15.072076 17.616813 -1.000000
7.434798 2.712707 -21.301423 -1.000000
-3.107277 -6.077826 -26.963258 -1.000000
-4.017313 13.106197 -12.014609 -1.000000
-8.187582 21.420703 -10.484686 -1.000000
10.710978 2.939737 15.326246 -1.000000
12.037647 19.054570 -13.832661 -1.000000
11.366216 -8.833308 16.662391 -1.000000
13.475051 -17.757885 -19.172075 -1.000000
-9.767596 2.475622 -8.846910 -1.000000
-4.640308 -15.808903 -7.127511 -1.000000
-25.875148 0.236141 1.424738 -1.000000
16.836161 -1.757136 -6.488387 -1.000000
13.566258 -0.516949 -6.913994 -1.000000
-2.945876 9.938876 -5.484264 -1.000000
4.979946 -0.974421 24.062240 -1.000000
4.431636 -8.612194 -20.248873 -1.000000
-22.759278 -13.500944 -2.841992 -1.000000
4.928674 2.438909 12.739621 -1.000000
-5.842758 15.726653 -3.201395 -1.000000
-4.502453 20.293190 13.069176 -1.000000
-8.904112 10.010521 13.822374 -1.000000
-27.301291 2.314259 -11.035824 -1.000000
-1.289003 6.327615 9.943214 -1.000000
-3.940246 10.331767 -18.179024 -1.000000
19.139225 9.375382 3.947048 -1.000000
1.831787 22.433213 16.187497 -1.000000
10.556923 9.298034 0.581507 -1.000000
-21.568434 9.218415 12.275383 -1.000000
21.965213 -16.181678 5.005115 -1.000000
2.484988 -6.801351 -25.512732 -1.000000
7.647605 -27.881668 -3.973566 -1.000000
-1.626369 -23.515980 -1.208780 -1.000000
-19.753067 15.397044 -11.682297 -1.000000
3.597141 13.194814 -5.189015 -1.000000
-2.279099 -9.531566 -18.557919 -1.000000
-19.584709 20.481162 -8.542904 -1.000000
2.907535 20.092181 8.477637 -1.000000
-10.058371 -15.963873 11.942316 -1.000000
4.937418 28.547592 -7.113021 -1.000000
-20.258364 1.429059 2.686976 -1.000000
6.455698 4.757396 28.696618 -1.000000
10.113177 -2.009324 -9.685211 -1.000000
-5.925012 -10.087496 -6.519013 -1.000000
-0.245735 10.518230 -13.774434 -1.000000
-10.666040 -6.559258 14.039153 -1.000000
27.305174 -3.011470 -1.485115 -1.000000
-4.285208 20.207562 5.080385 -1.000000
-7.940238 -3.635607 -22.207723 -1.000000
-10.836982 -13.336784 4.931670 -1.000000
4.522701 16.284113 -0.097340 -1.000000
-7.848450 -22.889855 1.361186 -1.000000
-12.016049 11.395448 23.076576 -1.000000
2.836733 -12.342656 -5.558725 -1.000000
3.719429 -18.501821 -22.245831 -1.000000
-15.748936 -18.375376 10.583183 -1.000000
-0.639807 8.234500 -7.210400 -1.000000
17.534809 -8.236779 20.080019 -1.000000
7.806835 -8.222051 -19.416680 -1.000000
-15.616718 8.922335 -7.531555 -1.000000
6.341704 -1.372900 -21.603292 -1.000000
2.111472 0.200177 -6.546535 -1.000000
9.592492 0.589808 18.625267 -1.000000
10.225838 -10.846719 12.871999 -1.000000
5.947444 -22.652092 13.617643 -1.000000
2.558383 12.220537 -26.726083 -1.000000
