# Simulated SAS data with noise
# sigma generated using Sedlak et al, k=100000, c=0.55, https://doi.org/10.1107/S1600576717003077, and rebinned with 10 per bin)
# q            I            sigma       
  1.00000e-03  5.02980e-02  4.73938e-03 
  2.25063e-03  4.24253e-02  3.15472e-03 
  3.50125e-03  4.96812e-02  2.52303e-03 
  4.75188e-03  4.38087e-02  2.15801e-03 
  6.00251e-03  4.68413e-02  1.91116e-03 
  7.25313e-03  4.37969e-02  1.72863e-03 
  8.50376e-03  4.65925e-02  1.58556e-03 
  9.75439e-03  4.43979e-02  1.46868e-03 
  1.10050e-02  4.38151e-02  1.37019e-03 
  1.22556e-02  4.25859e-02  1.28518e-03 
  1.35063e-02  3.98662e-02  1.21037e-03 
  1.47569e-02  4.16000e-02  1.14349e-03 
  1.60075e-02  3.83447e-02  1.08292e-03 
  1.72581e-02  3.84912e-02  1.02745e-03 
  1.85088e-02  3.65841e-02  9.76189e-04 
  1.97594e-02  3.40050e-02  9.28438e-04 
  2.10100e-02  3.37605e-02  8.83658e-04 
  2.22607e-02  3.26992e-02  8.41421e-04 
  2.35113e-02  3.13478e-02  8.01387e-04 
  2.47619e-02  2.97616e-02  7.63279e-04 
  2.60125e-02  2.82670e-02  7.26875e-04 
  2.72632e-02  2.64722e-02  6.91993e-04 
  2.85138e-02  2.47148e-02  6.58483e-04 
  2.97644e-02  2.41329e-02  6.26222e-04 
  3.10150e-02  2.15650e-02  5.95110e-04 
  3.22657e-02  1.95655e-02  5.65065e-04 
  3.35163e-02  1.81614e-02  5.36021e-04 
  3.47669e-02  1.73609e-02  5.07923e-04 
  3.60175e-02  1.58679e-02  4.80730e-04 
  3.72682e-02  1.52447e-02  4.54411e-04 
  3.85188e-02  1.27867e-02  4.28942e-04 
  3.97694e-02  1.15907e-02  4.04312e-04 
  4.10201e-02  9.96527e-03  3.80514e-04 
  4.22707e-02  8.88242e-03  3.57552e-04 
  4.35213e-02  7.73398e-03  3.35437e-04 
  4.47719e-02  6.80077e-03  3.14189e-04 
  4.60226e-02  5.50156e-03  2.93839e-04 
  4.72732e-02  5.02819e-03  2.74426e-04 
  4.85238e-02  4.18453e-03  2.56002e-04 
  4.97744e-02  3.51176e-03  2.38631e-04 
  5.10251e-02  2.64890e-03  2.22392e-04 
  5.22757e-02  2.22212e-03  2.07377e-04 
  5.35263e-02  1.68068e-03  1.93692e-04 
  5.47769e-02  1.33300e-03  1.81456e-04 
  5.60276e-02  7.58458e-04  1.70791e-04 
  5.72782e-02  3.64792e-04  1.61817e-04 
  5.85288e-02  3.21622e-04  1.54634e-04 
  5.97794e-02  2.39828e-04  1.49307e-04 
  6.10301e-02  -1.34267e-04 1.45844e-04 
  6.22807e-02  1.19316e-04  1.44193e-04 
  6.35313e-02  5.13481e-05  1.44234e-04 
  6.47820e-02  3.65034e-04  1.45791e-04 
  6.60326e-02  5.20129e-04  1.48653e-04 
  6.72832e-02  4.99603e-04  1.52591e-04 
  6.85338e-02  1.02268e-03  1.57382e-04 
  6.97845e-02  1.24609e-03  1.62818e-04 
  7.10351e-02  1.34724e-03  1.68713e-04 
  7.22857e-02  2.09958e-03  1.74908e-04 
  7.35363e-02  2.75714e-03  1.81270e-04 
  7.47870e-02  2.92741e-03  1.87687e-04 
  7.60376e-02  3.37234e-03  1.94068e-04 
  7.72882e-02  4.11236e-03  2.00337e-04 
  7.85388e-02  4.56469e-03  2.06434e-04 
  7.97895e-02  5.31216e-03  2.12309e-04 
  8.10401e-02  5.54329e-03  2.17924e-04 
  8.22907e-02  6.10901e-03  2.23245e-04 
  8.35414e-02  6.93635e-03  2.28247e-04 
  8.47920e-02  7.67444e-03  2.32911e-04 
  8.60426e-02  7.95952e-03  2.37220e-04 
  8.72932e-02  8.70291e-03  2.41163e-04 
  8.85439e-02  9.45469e-03  2.44730e-04 
  8.97945e-02  9.63757e-03  2.47917e-04 
  9.10451e-02  9.48122e-03  2.50718e-04 
  9.22957e-02  1.04785e-02  2.53133e-04 
  9.35464e-02  1.04587e-02  2.55161e-04 
  9.47970e-02  1.07107e-02  2.56804e-04 
  9.60476e-02  1.12895e-02  2.58065e-04 
  9.72982e-02  1.20457e-02  2.58948e-04 
  9.85489e-02  1.22192e-02  2.59459e-04 
  9.97995e-02  1.23785e-02  2.59603e-04 
  1.01050e-01  1.22747e-02  2.59389e-04 
  1.02301e-01  1.30874e-02  2.58823e-04 
  1.03551e-01  1.28169e-02  2.57915e-04 
  1.04802e-01  1.24460e-02  2.56673e-04 
  1.06053e-01  1.27437e-02  2.55109e-04 
  1.07303e-01  1.25681e-02  2.53232e-04 
  1.08554e-01  1.26937e-02  2.51054e-04 
  1.09805e-01  1.21956e-02  2.48586e-04 
  1.11055e-01  1.21336e-02  2.45841e-04 
  1.12306e-01  1.19758e-02  2.42832e-04 
  1.13556e-01  1.18137e-02  2.39570e-04 
  1.14807e-01  1.18219e-02  2.36070e-04 
  1.16058e-01  1.14565e-02  2.32346e-04 
  1.17308e-01  1.10135e-02  2.28411e-04 
  1.18559e-01  1.07934e-02  2.24280e-04 
  1.19810e-01  1.01976e-02  2.19968e-04 
  1.21060e-01  9.81357e-03  2.15490e-04 
  1.22311e-01  9.39353e-03  2.10861e-04 
  1.23561e-01  8.75984e-03  2.06097e-04 
  1.24812e-01  8.62221e-03  2.01215e-04 
  1.26063e-01  8.32377e-03  1.96230e-04 
  1.27313e-01  7.53375e-03  1.91159e-04 
  1.28564e-01  6.99490e-03  1.86020e-04 
  1.29815e-01  6.83046e-03  1.80830e-04 
  1.31065e-01  6.22189e-03  1.75606e-04 
  1.32316e-01  5.41796e-03  1.70367e-04 
  1.33566e-01  5.27287e-03  1.65131e-04 
  1.34817e-01  4.89005e-03  1.59917e-04 
  1.36068e-01  4.70464e-03  1.54745e-04 
  1.37318e-01  3.82462e-03  1.49634e-04 
  1.38569e-01  3.49528e-03  1.44605e-04 
  1.39820e-01  3.33647e-03  1.39678e-04 
  1.41070e-01  2.61815e-03  1.34876e-04 
  1.42321e-01  2.44547e-03  1.30219e-04 
  1.43571e-01  2.26375e-03  1.25728e-04 
  1.44822e-01  1.82579e-03  1.21427e-04 
  1.46073e-01  1.45567e-03  1.17337e-04 
  1.47323e-01  1.32676e-03  1.13478e-04 
  1.48574e-01  1.14616e-03  1.09872e-04 
  1.49825e-01  8.54741e-04  1.06538e-04 
  1.51075e-01  6.21405e-04  1.03494e-04 
  1.52326e-01  4.41581e-04  1.00753e-04 
  1.53576e-01  2.96464e-04  9.83293e-05 
  1.54827e-01  2.05529e-04  9.62298e-05 
  1.56078e-01  1.18125e-04  9.44588e-05 
  1.57328e-01  6.29318e-05  9.30155e-05 
  1.58579e-01  -5.03294e-05 9.18945e-05 
  1.59830e-01  -5.60432e-05 9.10852e-05 
  1.61080e-01  2.90342e-04  9.05726e-05 
  1.62331e-01  -1.17462e-04 9.03377e-05 
  1.63581e-01  -4.27311e-05 9.03579e-05 
  1.64832e-01  1.33946e-04  9.06082e-05 
  1.66083e-01  2.55782e-04  9.10618e-05 
  1.67333e-01  8.82298e-05  9.16910e-05 
  1.68584e-01  2.69684e-04  9.24680e-05 
  1.69835e-01  6.17595e-04  9.33657e-05 
  1.71085e-01  5.22269e-04  9.43578e-05 
  1.72336e-01  4.24748e-04  9.54194e-05 
  1.73586e-01  7.43279e-04  9.65275e-05 
  1.74837e-01  7.31716e-04  9.76608e-05 
  1.76088e-01  8.41526e-04  9.88000e-05 
  1.77338e-01  1.09750e-03  9.99276e-05 
  1.78589e-01  1.19595e-03  1.01028e-04 
  1.79840e-01  1.12002e-03  1.02087e-04 
  1.81090e-01  1.30334e-03  1.03094e-04 
  1.82341e-01  1.50461e-03  1.04037e-04 
  1.83591e-01  1.67817e-03  1.04908e-04 
  1.84842e-01  1.71226e-03  1.05699e-04 
  1.86093e-01  1.83396e-03  1.06404e-04 
  1.87343e-01  1.75379e-03  1.07018e-04 
  1.88594e-01  1.73291e-03  1.07537e-04 
  1.89845e-01  2.15413e-03  1.07957e-04 
  1.91095e-01  2.26394e-03  1.08278e-04 
  1.92346e-01  2.12717e-03  1.08497e-04 
  1.93596e-01  2.19987e-03  1.08614e-04 
  1.94847e-01  2.12295e-03  1.08630e-04 
  1.96098e-01  2.26324e-03  1.08545e-04 
  1.97348e-01  2.43365e-03  1.08361e-04 
  1.98599e-01  2.16746e-03  1.08080e-04 
  1.99850e-01  2.33647e-03  1.07704e-04 
  2.01100e-01  2.15321e-03  1.07237e-04 
  2.02351e-01  2.30606e-03  1.06682e-04 
  2.03602e-01  2.24102e-03  1.06043e-04 
  2.04852e-01  2.24301e-03  1.05325e-04 
  2.06103e-01  2.09627e-03  1.04531e-04 
  2.07353e-01  2.26303e-03  1.03667e-04 
  2.08604e-01  2.11278e-03  1.02739e-04 
  2.09855e-01  2.00784e-03  1.01750e-04 
  2.11105e-01  2.06161e-03  1.00708e-04 
  2.12356e-01  1.82113e-03  9.96176e-05 
  2.13607e-01  1.69236e-03  9.84851e-05 
  2.14857e-01  1.53150e-03  9.73166e-05 
  2.16108e-01  1.52971e-03  9.61184e-05 
  2.17358e-01  1.60577e-03  9.48967e-05 
  2.18609e-01  1.54912e-03  9.36581e-05 
  2.19860e-01  1.17424e-03  9.24087e-05 
  2.21110e-01  1.30156e-03  9.11550e-05 
  2.22361e-01  1.12270e-03  8.99033e-05 
  2.23612e-01  9.98149e-04  8.86597e-05 
  2.24862e-01  8.40149e-04  8.74304e-05 
  2.26113e-01  9.59313e-04  8.62211e-05 
  2.27363e-01  7.04730e-04  8.50376e-05 
  2.28614e-01  6.42153e-04  8.38853e-05 
  2.29865e-01  5.03348e-04  8.27691e-05 
  2.31115e-01  5.71903e-04  8.16939e-05 
  2.32366e-01  4.31283e-04  8.06640e-05 
  2.33617e-01  4.51579e-04  7.96832e-05 
  2.34867e-01  4.24112e-04  7.87549e-05 
  2.36118e-01  1.72118e-04  7.78820e-05 
  2.37368e-01  2.91506e-04  7.70668e-05 
  2.38619e-01  1.60521e-04  7.63110e-05 
  2.39870e-01  2.87196e-06  7.56159e-05 
  2.41120e-01  4.55101e-05  7.49819e-05 
  2.42371e-01  2.63699e-05  7.44091e-05 
  2.43622e-01  3.55324e-05  7.38968e-05 
  2.44872e-01  3.59594e-05  7.34439e-05 
  2.46123e-01  4.03682e-05  7.30487e-05 
  2.47373e-01  -3.85971e-05 7.27091e-05 
  2.48624e-01  -5.69398e-05 7.24224e-05 
  2.49875e-01  -6.63542e-05 7.21856e-05 
  2.51125e-01  1.12765e-04  7.19955e-05 
  2.52376e-01  -4.74497e-05 7.18484e-05 
  2.53627e-01  5.93272e-05  7.17405e-05 
  2.54877e-01  4.54358e-05  7.16680e-05 
  2.56128e-01  -2.22549e-05 7.16267e-05 
  2.57378e-01  -3.25901e-05 7.16126e-05 
  2.58629e-01  1.09016e-04  7.16216e-05 
  2.59880e-01  2.01113e-05  7.16497e-05 
  2.61130e-01  1.45407e-04  7.16930e-05 
  2.62381e-01  1.80682e-04  7.17477e-05 
  2.63632e-01  1.44660e-04  7.18103e-05 
