# x y z sld
18.796466 -16.381159 -0.036812 -2.000000
-17.862183 -20.299431 9.725303 -2.000000
-10.207213 -19.257607 -11.430557 -2.000000
8.153823 -14.664364 21.792966 -2.000000
-13.168602 -21.666775 2.501466 -2.000000
28.321115 4.252460 5.619494 -2.000000
-3.620449 -22.746746 17.287931 -2.000000
20.098769 7.849942 2.509993 -2.000000
-9.450889 -10.663349 -20.892873 -2.000000
-8.563346 -20.118044 20.171846 -2.000000
19.446411 8.721302 -16.311263 -2.000000
-5.868917 -8.117603 -19.974764 -2.000000
13.619193 13.085272 -14.264503 -2.000000
11.929930 22.953684 6.381764 -2.000000
-12.273956 -5.150113 -3.342111 -2.000000
-2.550287 22.025909 5.310903 -2.000000
11.271364 25.819696 -2.122366 -2.000000
-6.546321 -17.020756 -12.066868 -2.000000
11.323751 -22.779596 -8.311984 -2.000000
20.287739 -3.852856 16.092255 -2.000000
11.523983 -12.215225 -5.559071 -2.000000
23.147720 -6.831512 15.856770 -2.000000
10.853090 11.378084 5.168740 -2.000000
9.479340 18.497367 13.027089 -2.000000
20.208997 -21.236750 3.976224 -2.000000
-25.705651 4.808281 4.195299 -2.000000
19.608024 -17.305756 4.775330 -2.000000
-24.430660 6.109035 -9.188814 -2.000000
3.910099 24.189095 -10.408488 -2.000000
0.244161 4.812033 -6.865652 -2.000000
-19.896511 15.102774 -12.776016 -2.000000
-13.683010 -12.408921 6.620539 -2.000000
20.956295 -8.730220 17.982558 -2.000000
-17.341194 12.097100 -1.126721 -2.000000
7.285749 -6.254052 -27.576931 -2.000000
-2.594775 -5.480402 28.789955 -2.000000
-8.559070 11.321562 -9.316290 -2.000000
0.252032 -5.037229 24.805246 -2.000000
5.507470 -5.957136 22.065339 -2.000000
15.855397 21.239337 12.563408 -2.000000
-2.755920 0.106964 -21.527725 -2.000000
3.952335 -12.542396 -11.739050 -2.000000
17.546363 -11.038066 13.810547 -2.000000
9.402323 20.550812 6.962484 -2.000000
3.099053 10.229044 27.906271 -2.000000
9.981959 27.626448 0.056428 -2.000000
-8.027290 -12.073383 -6.477458 -2.000000
-8.749988 14.761692 18.557630 -2.000000
7.169810 -21.672117 -11.669230 -2.000000
15.327258 18.203183 11.605306 -2.000000
-13.695138 7.692892 15.585019 -2.000000
-23.061516 -10.545691 1.727998 -2.000000
3.796687 10.290481 13.645537 -2.000000
18.126263 -6.884733 15.905685 -2.000000
2.808509 -19.556055 0.725317 -2.000000
8.231992 22.600144 17.574087 -2.000000
-20.719166 -3.712635 -11.674628 -2.000000
-20.716445 -9.326688 0.964503 -2.000000
7.541526 2.263081 2.070433 -2.000000
4.139292 1.609918 12.420601 -2.000000
-10.178217 7.105170 16.427407 -2.000000
-11.392944 22.462840 7.499461 -2.000000
-5.159559 -10.658922 18.044148 -2.000000
-17.300129 -0.500697 -7.830836 -2.000000
-11.032156 -3.230359 -24.641671 -2.000000
-11.985763 18.509181 -7.945759 -2.000000
-18.827989 -15.545619 -15.332265 -2.000000
-17.997736 6.313751 -4.053974 -2.000000
9.034771 -24.614077 2.522165 -2.000000
-12.825069 -15.410552 -1.640097 -2.000000
0.086354 11.603454 25.910498 -2.000000
14.053828 3.765870 4.730889 -2.000000
17.868480 7.681355 6.935093 -2.000000
-2.673193 21.280807 17.762623 -2.000000
-0.676945 3.876775 22.900043 -2.000000
-9.043407 -9.487774 -19.819054 -2.000000
0.328906 -6.152838 22.087109 -2.000000
-1.326140 -22.362615 -10.903927 -2.000000
26.184157 -9.266953 -4.884758 -2.000000
-5.367404 0.903192 0.314183 -2.000000
-13.589470 9.260890 17.736674 -2.000000
-21.650126 -19.419125 3.866530 -2.000000
-20.167031 -15.066868 1.217034 -2.000000
-9.548168 -0.130572 1.689908 -2.000000
20.168156 -16.310549 11.443111 -2.000000
11.317146 -5.852978 -5.577585 -2.000000
16.178145 -23.376309 -3.483504 -2.000000
-21.227228 -6.250954 -12.838246 -2.000000
-2.520513 -14.104747 13.705246 -2.000000
-5.465315 -9.199502 24.832038 -2.000000
-0.432170 -0.238064 10.625108 -2.000000
4.891373 11.250819 -14.064154 -2.000000
6.161119 -2.469931 -1.896040 -2.000000
5.232804 11.466573 1.855653 -2.000000
7.695683 -14.360827 -5.329024 -2.000000
-8.780864 -9.741787 -22.549475 -2.000000
-15.497677 -10.761534 8.983087 -2.000000
-13.601072 -18.828804 -7.910653 -2.000000
-16.127314 18.759344 1.202024 -2.000000
12.734042 6.188985 20.484558 -2.000000
-2.410118 12.354704 26.369211 -2.000000
-13.696798 -3.054005 20.338002 -2.000000
-4.313115 -8.926556 2.829000 -2.000000
14.394105 -20.025290 14.387591 -2.000000
18.704171 -12.010702 7.543320 -2.000000
-23.239003 -8.048007 -8.681009 -2.000000
3.139867 -20.128362 -8.450957 -2.000000
2.916628 -29.376428 -4.825239 -2.000000
4.078736 15.627091 3.959950 -2.000000
1.060789 -20.749897 -18.105263 -2.000000
12.388180 7.841827 -12.966975 -2.000000
-7.180061 -11.603599 -7.479336 -2.000000
-16.091258 5.259271 -18.023457 -2.000000
6.439188 -20.292737 -16.065512 -2.000000
2.032417 -12.521564 0.918012 -2.000000
18.790432 -12.041434 14.438659 -2.000000
5.003605 -9.368934 9.057752 -2.000000
14.939808 5.074638 20.145121 -2.000000
7.431270 15.599055 8.159897 -2.000000
5.622912 -8.329704 -10.752788 -2.000000
-13.105917 22.845835 -3.062631 -2.000000
-4.725317 -22.230491 0.607365 -2.000000
-19.092614 -8.953653 18.347450 -2.000000
17.297196 -11.183336 6.092606 -2.000000
6.953508 -20.734280 -16.497353 -2.000000
6.952930 2.268663 -6.228413 -2.000000
5.042044 2.731234 15.775046 -2.000000
9.262130 -11.461794 -11.883559 -2.000000
4.538924 -10.837110 1.253684 -2.000000
-7.839457 -19.962211 -9.516061 -2.000000
25.424660 12.621473 -6.892562 -2.000000
-14.030357 -10.002604 -14.017817 -2.000000
-8.313017 14.351215 -9.166991 -2.000000
-9.344277 0.324470 20.612315 -2.000000
-5.436629 -0.079096 26.069698 -2.000000
-17.268536 -16.117031 9.875731 -2.000000
18.999743 -19.467999 -11.740289 -2.000000
-8.203168 -14.080467 -1.271011 -2.000000
-3.111467 -17.914365 6.985727 -2.000000
11.879181 -6.541714 2.116152 -2.000000
11.894649 -7.178373 5.329759 -2.000000
18.758489 19.784001 -5.331435 -2.000000
-2.600694 5.034819 -14.269660 -2.000000
-10.528633 -11.370713 -15.916054 -2.000000
12.578333 14.174421 17.344950 -2.000000
