# x y z sld
-0.967562 17.194268 13.080044 -1.000000
-7.175403 -7.490768 3.310935 -1.000000
12.928187 12.961415 14.041999 -1.000000
5.773160 -7.671948 25.097951 -1.000000
-5.102076 2.329209 -27.562839 -1.000000
-1.351870 27.154329 3.167542 -1.000000
14.078190 13.896050 14.303600 -1.000000
-12.380235 -3.659173 1.020808 -1.000000
-20.159990 -17.680742 -3.841646 -1.000000
-2.430077 3.495684 13.666189 -1.000000
-7.980553 0.143568 3.254213 -1.000000
22.788608 16.195853 -8.380308 -1.000000
19.725870 19.366512 6.606844 -1.000000
6.911701 -16.408393 17.774991 -1.000000
-14.416357 -12.823710 19.980315 -1.000000
-28.454315 -3.911154 8.406331 -1.000000
-17.494028 -1.363775 23.968816 -1.000000
-3.527232 14.626181 -23.856487 -1.000000
-16.913844 23.300665 3.148484 -1.000000
-0.270754 23.636398 15.625846 -1.000000
-24.647494 -11.842085 -5.983273 -1.000000
-3.846264 -5.407291 15.754782 -1.000000
3.187429 8.558140 11.489919 -1.000000
13.858039 1.336883 13.834631 -1.000000
-8.206167 2.632116 -22.707264 -1.000000
28.636384 1.643804 1.600000 -1.000000
-22.416139 -11.290942 -6.698854 -1.000000
-5.593557 10.183299 22.082188 -1.000000
-8.281637 3.873651 12.522692 -1.000000
17.457386 -12.902518 -0.411165 -1.000000
18.073941 -11.175845 -16.734901 -1.000000
8.752593 -16.236524 21.026989 -1.000000
-6.887081 -1.230083 -18.234890 -1.000000
-12.575666 10.911265 12.667652 -1.000000
-10.666771 -7.900302 -2.882356 -1.000000
5.030949 3.064055 -24.908523 -1.000000
-2.866244 -0.896858 -26.761584 -1.000000
-1.041055 -24.740608 15.643895 -1.000000
-0.931888 21.448869 -0.120073 -1.000000
-11.866821 4.343362 18.011919 -1.000000
11.296367 -26.370491 -1.536064 -1.000000
-3.100053 22.774222 -16.477078 -1.000000
12.102885 2.525578 25.293741 -1.000000
0.710583 -20.072058 16.288870 -1.000000
12.935946 -0.122526 -15.358125 -1.000000
-0.443871 2.053492 -8.016844 -1.000000
-0.987804 -1.555232 25.268555 -1.000000
3.708978 19.791199 1.590238 -1.000000
22.564764 8.116843 -6.684117 -1.000000
-18.989561 0.073651 -11.002784 -1.000000
-9.084597 20.154471 -4.592238 -1.000000
10.312893 -12.300333 -15.764071 -1.000000
-0.021144 5.395319 16.333411 -1.000000
-16.014270 -13.553240 13.620525 -1.000000
9.188551 7.700539 10.210772 -1.000000
-14.590322 -5.093709 -12.364254 -1.000000
14.318985 12.857296 -10.056288 -1.000000
-20.563352 -11.236799 -0.446658 -1.000000
-4.586025 9.875267 -16.290285 -1.000000
-21.925822 -0.179335 -1.218670 -1.000000
-20.015792 -8.020007 18.554066 -1.000000
-6.243309 -22.196908 -13.222236 -1.000000
4.217116 21.791992 15.329594 -1.000000
-1.577622 13.806535 11.463998 -1.000000
-8.550931 -6.424436 23.572013 -1.000000
21.430354 16.124140 -12.436390 -1.000000
5.518724 -26.682515 11.125028 -1.000000
-25.406152 -8.591948 2.191169 -1.000000
5.385860 12.746914 22.831175 -1.000000
-8.221871 -11.567584 11.451817 -1.000000
-3.942199 -24.848498 -7.080957 -1.000000
-5.309664 -1.730812 10.841909 -1.000000
-2.679908 12.897916 0.475466 -1.000000
0.173106 23.622544 -0.725562 -1.000000
9.287139 -11.088415 -24.150606 -1.000000
-18.693460 7.554828 -9.553798 -1.000000
0.345097 20.129451 -7.750813 -1.000000
3.280372 -21.598986 -8.392951 -1.000000
-4.378589 29.411832 -1.511884 -1.000000
-6.001815 5.063658 25.498544 -1.000000
-5.807445 -11.537245 9.808005 -1.000000
-0.393812 -12.821505 -17.064330 -1.000000
8.132237 21.481134 12.175988 -1.000000
10.871497 12.964702 7.323418 -1.000000
-10.649773 1.308860 21.879571 -1.000000
6.352421 -24.028105 0.196966 -1.000000
-8.571049 1.071007 15.509490 -1.000000
-3.105595 17.222936 0.484892 -1.000000
-8.970592 19.354553 -3.088766 -1.000000
4.198671 -23.042622 -12.333542 -1.000000
-17.500236 13.398171 0.063100 -1.000000
16.252248 18.412341 -15.603103 -1.000000
-3.395250 -10.878925 1.591443 -1.000000
3.253186 -26.811235 -8.483096 -1.000000
1.226279 17.255694 10.019159 -1.000000
-8.080206 -3.982760 18.318062 -1.000000
16.115851 -0.362345 -10.847285 -1.000000
-1.820576 17.910401 -21.725006 -1.000000
-18.418651 -10.721276 10.900437 -1.000000
-11.172023 -14.181213 1.797535 -1.000000
-22.858317 0.425734 13.206333 -1.000000
-1.738951 29.618515 -0.015506 -1.000000
-8.125319 11.519880 -19.887349 -1.000000
14.523918 22.228956 10.021946 -1.000000
-2.825700 -1.894584 -1.402926 -1.000000
-18.274214 1.599758 8.201331 -1.000000
-10.503131 8.644313 -16.031588 -1.000000
-14.086092 -23.546101 -0.015186 -1.000000
7.292901 -0.621138 -2.960296 -1.000000
12.206285 -9.807395 9.353261 -1.000000
24.980672 1.041025 -5.872220 -1.000000
0.738359 -0.648354 -20.816460 -1.000000
19.255708 -10.728377 17.664767 -1.000000
14.969591 -14.095235 -8.148567 -1.000000
-7.012134 22.622304 12.711777 -1.000000
-3.370201 7.023915 -14.381555 -1.000000
-7.289630 -4.237612 4.525123 -1.000000
24.996183 -0.678783 3.138390 -1.000000
-5.230869 -16.967419 -2.492220 -1.000000
17.208615 -2.888429 -18.569158 -1.000000
13.832562 -11.956330 -12.689394 -1.000000
3.813091 -11.624448 16.062987 -1.000000
-3.314504 9.391915 -11.669149 -1.000000
15.758773 -24.366804 5.929094 -1.000000
