# Simulated SAS data with noise
# sigma generated using Sedlak et al, k=100000, c=0.55, https://doi.org/10.1107/S1600576717003077, and rebinned with 10 per bin)
# q            I            sigma       
  1.00000e-03  8.98633e-01  2.00522e-02 
  2.25063e-03  9.07248e-01  1.33466e-02 
  3.50125e-03  8.91360e-01  1.06729e-02 
  4.75188e-03  8.84025e-01  9.12722e-03 
  6.00251e-03  8.74557e-01  8.08142e-03 
  7.25313e-03  8.61441e-01  7.30764e-03 
  8.50376e-03  8.68724e-01  6.70073e-03 
  9.75439e-03  8.41027e-01  6.20458e-03 
  1.10050e-02  8.31051e-01  5.78624e-03 
  1.22556e-02  8.18266e-01  5.42492e-03 
  1.35063e-02  7.96112e-01  5.10679e-03 
  1.47569e-02  7.70767e-01  4.82229e-03 
  1.60075e-02  7.51449e-01  4.56455e-03 
  1.72581e-02  7.25848e-01  4.32852e-03 
  1.85088e-02  6.99416e-01  4.11040e-03 
  1.97594e-02  6.86409e-01  3.90728e-03 
  2.10100e-02  6.55121e-01  3.71689e-03 
  2.22607e-02  6.21525e-01  3.53745e-03 
  2.35113e-02  5.96097e-01  3.36751e-03 
  2.47619e-02  5.68861e-01  3.20594e-03 
  2.60125e-02  5.44180e-01  3.05179e-03 
  2.72632e-02  5.15592e-01  2.90430e-03 
  2.85138e-02  4.85130e-01  2.76284e-03 
  2.97644e-02  4.61332e-01  2.62689e-03 
  3.10150e-02  4.34496e-01  2.49601e-03 
  3.22657e-02  4.08182e-01  2.36985e-03 
  3.35163e-02  3.83473e-01  2.24811e-03 
  3.47669e-02  3.54646e-01  2.13052e-03 
  3.60175e-02  3.31793e-01  2.01688e-03 
  3.72682e-02  3.04392e-01  1.90702e-03 
  3.85188e-02  2.83479e-01  1.80077e-03 
  3.97694e-02  2.56637e-01  1.69802e-03 
  4.10201e-02  2.32696e-01  1.59866e-03 
  4.22707e-02  2.14846e-01  1.50259e-03 
  4.35213e-02  1.95605e-01  1.40974e-03 
  4.47719e-02  1.75339e-01  1.32004e-03 
  4.60226e-02  1.57776e-01  1.23344e-03 
  4.72732e-02  1.39397e-01  1.14988e-03 
  4.85238e-02  1.24642e-01  1.06932e-03 
  4.97744e-02  1.08222e-01  9.91727e-04 
  5.10251e-02  9.60044e-02  9.17064e-04 
  5.22757e-02  8.55435e-02  8.45299e-04 
  5.35263e-02  7.27099e-02  7.76405e-04 
  5.47769e-02  6.18426e-02  7.10355e-04 
  5.60276e-02  5.12678e-02  6.47125e-04 
  5.72782e-02  4.38169e-02  5.86693e-04 
  5.85288e-02  3.58615e-02  5.29038e-04 
  5.97794e-02  2.93458e-02  4.74143e-04 
  6.10301e-02  2.43188e-02  4.21993e-04 
  6.22807e-02  1.84422e-02  3.72579e-04 
  6.35313e-02  1.44049e-02  3.25904e-04 
  6.47820e-02  1.12240e-02  2.81982e-04 
  6.60326e-02  7.47965e-03  2.40856e-04 
  6.72832e-02  5.14800e-03  2.02611e-04 
  6.85338e-02  3.57180e-03  1.67415e-04 
  6.97845e-02  2.03148e-03  1.35588e-04 
  7.10351e-02  1.25749e-03  1.07752e-04 
  7.22857e-02  4.79738e-04  8.50977e-05 
  7.35363e-02  4.92344e-05  6.96915e-05 
  7.47870e-02  8.49760e-05  6.38549e-05 
  7.60376e-02  2.29568e-04  6.75622e-05 
  7.72882e-02  3.81534e-04  7.75780e-05 
  7.85388e-02  6.89637e-04  9.04144e-05 
  7.97895e-02  1.20595e-03  1.03945e-04 
  8.10401e-02  1.88612e-03  1.17092e-04 
  8.22907e-02  2.49643e-03  1.29327e-04 
  8.35414e-02  2.76382e-03  1.40395e-04 
  8.47920e-02  3.95470e-03  1.50175e-04 
  8.60426e-02  4.05453e-03  1.58623e-04 
  8.72932e-02  4.73996e-03  1.65735e-04 
  8.85439e-02  5.34276e-03  1.71535e-04 
  8.97945e-02  5.23272e-03  1.76060e-04 
  9.10451e-02  5.74003e-03  1.79359e-04 
  9.22957e-02  6.34955e-03  1.81487e-04 
  9.35464e-02  6.41696e-03  1.82506e-04 
  9.47970e-02  6.26207e-03  1.82477e-04 
  9.60476e-02  6.55482e-03  1.81468e-04 
  9.72982e-02  6.32450e-03  1.79545e-04 
  9.85489e-02  6.40407e-03  1.76778e-04 
  9.97995e-02  6.09508e-03  1.73234e-04 
  1.01050e-01  5.77899e-03  1.68985e-04 
  1.02301e-01  5.46062e-03  1.64098e-04 
  1.03551e-01  5.11895e-03  1.58645e-04 
  1.04802e-01  4.89074e-03  1.52694e-04 
  1.06053e-01  4.39482e-03  1.46315e-04 
  1.07303e-01  3.97022e-03  1.39578e-04 
  1.08554e-01  3.68513e-03  1.32554e-04 
  1.09805e-01  3.22755e-03  1.25313e-04 
  1.11055e-01  2.79649e-03  1.17927e-04 
  1.12306e-01  2.28542e-03  1.10471e-04 
  1.13556e-01  2.10217e-03  1.03020e-04 
  1.14807e-01  1.88767e-03  9.56569e-05 
  1.16058e-01  1.24696e-03  8.84676e-05 
  1.17308e-01  1.06035e-03  8.15469e-05 
  1.18559e-01  7.26613e-04  7.49995e-05 
  1.19810e-01  6.57219e-04  6.89410e-05 
  1.21060e-01  3.62384e-04  6.34988e-05 
  1.22311e-01  2.78758e-04  5.88078e-05 
  1.23561e-01  1.36124e-04  5.50004e-05 
  1.24812e-01  1.95904e-05  5.21878e-05 
  1.26063e-01  7.90762e-07  5.04349e-05 
  1.27313e-01  -1.87194e-05 4.97372e-05 
  1.28564e-01  4.34476e-05  5.00135e-05 
  1.29815e-01  -8.03415e-06 5.11187e-05 
  1.31065e-01  1.75443e-04  5.28727e-05 
  1.32316e-01  1.85802e-04  5.50899e-05 
  1.33566e-01  2.66209e-04  5.75999e-05 
  1.34817e-01  4.93908e-04  6.02583e-05 
  1.36068e-01  5.11837e-04  6.29477e-05 
  1.37318e-01  7.18668e-04  6.55760e-05 
  1.38569e-01  7.01358e-04  6.80724e-05 
  1.39820e-01  8.57053e-04  7.03832e-05 
  1.41070e-01  1.04528e-03  7.24687e-05 
  1.42321e-01  1.11913e-03  7.42999e-05 
  1.43571e-01  1.17551e-03  7.58567e-05 
  1.44822e-01  1.28239e-03  7.71263e-05 
  1.46073e-01  1.43538e-03  7.81016e-05 
  1.47323e-01  1.48102e-03  7.87801e-05 
  1.48574e-01  1.38826e-03  7.91639e-05 
  1.49825e-01  1.41653e-03  7.92580e-05 
  1.51075e-01  1.46527e-03  7.90709e-05 
  1.52326e-01  1.33531e-03  7.86133e-05 
  1.53576e-01  1.33268e-03  7.78986e-05 
  1.54827e-01  1.22593e-03  7.69421e-05 
  1.56078e-01  1.34060e-03  7.57609e-05 
  1.57328e-01  1.18977e-03  7.43738e-05 
