# Structure factor, S(q), used in: I(q) = P(q)*S(q)
# Default: S(q) = 1.0
# q                 S(q)             
  6.46026e-04      4.55767e-01      
  6.51026e-04      4.55769e-01      
  6.56026e-04      4.55771e-01      
  6.61026e-04      4.55774e-01      
  6.66027e-04      4.55776e-01      
  6.71027e-04      4.55778e-01      
  6.76027e-04      4.55781e-01      
  6.81027e-04      4.55783e-01      
  6.86027e-04      4.55785e-01      
  6.91028e-04      4.55788e-01      
  6.96028e-04      4.55790e-01      
  7.01028e-04      4.55792e-01      
  7.06028e-04      4.55795e-01      
  7.11028e-04      4.55797e-01      
  7.16029e-04      4.55799e-01      
  7.21029e-04      4.55802e-01      
  7.26029e-04      4.55804e-01      
  7.31029e-04      4.55807e-01      
  7.36029e-04      4.55809e-01      
  7.41030e-04      4.55812e-01      
  7.46030e-04      4.55814e-01      
  7.51030e-04      4.55817e-01      
  7.56030e-04      4.55820e-01      
  7.61030e-04      4.55822e-01      
  7.66031e-04      4.55825e-01      
  7.71031e-04      4.55827e-01      
  7.76031e-04      4.55830e-01      
  7.81031e-04      4.55833e-01      
  7.86031e-04      4.55835e-01      
  7.91032e-04      4.55838e-01      
  7.96032e-04      4.55841e-01      
  8.01032e-04      4.55843e-01      
  8.06032e-04      4.55846e-01      
  8.11032e-04      4.55849e-01      
  8.16033e-04      4.55852e-01      
  8.21033e-04      4.55854e-01      
  8.26033e-04      4.55857e-01      
  8.31033e-04      4.55860e-01      
  8.36033e-04      4.55863e-01      
  8.41034e-04      4.55866e-01      
  8.46034e-04      4.55869e-01      
  8.51034e-04      4.55872e-01      
  8.56034e-04      4.55874e-01      
  8.61034e-04      4.55877e-01      
  8.66035e-04      4.55880e-01      
  8.71035e-04      4.55883e-01      
  8.76035e-04      4.55886e-01      
  8.81035e-04      4.55889e-01      
  8.86035e-04      4.55892e-01      
  8.91036e-04      4.55895e-01      
  8.96036e-04      4.55898e-01      
  9.01036e-04      4.55901e-01      
  9.06036e-04      4.55904e-01      
  9.11036e-04      4.55908e-01      
  9.16037e-04      4.55911e-01      
  9.21037e-04      4.55914e-01      
  9.26037e-04      4.55917e-01      
  9.31037e-04      4.55920e-01      
  9.36037e-04      4.55923e-01      
  9.41038e-04      4.55926e-01      
  9.46038e-04      4.55930e-01      
  9.51038e-04      4.55933e-01      
  9.56038e-04      4.55936e-01      
  9.61038e-04      4.55939e-01      
  9.66039e-04      4.55943e-01      
  9.71039e-04      4.55946e-01      
  9.76039e-04      4.55949e-01      
  9.81039e-04      4.55953e-01      
  9.86039e-04      4.55956e-01      
  9.91040e-04      4.55959e-01      
  9.96040e-04      4.55963e-01      
  1.00104e-03      4.55966e-01      
  1.00604e-03      4.55970e-01      
  1.01104e-03      4.55973e-01      
  1.01604e-03      4.55976e-01      
  1.02104e-03      4.55980e-01      
  1.02604e-03      4.55983e-01      
  1.03104e-03      4.55987e-01      
  1.03604e-03      4.55990e-01      
  1.04104e-03      4.55994e-01      
  1.04604e-03      4.55997e-01      
  1.05104e-03      4.56001e-01      
  1.05604e-03      4.56005e-01      
  1.06104e-03      4.56008e-01      
  1.06604e-03      4.56012e-01      
  1.07104e-03      4.56015e-01      
  1.07604e-03      4.56019e-01      
  1.08104e-03      4.56023e-01      
  1.08604e-03      4.56027e-01      
  1.09104e-03      4.56030e-01      
  1.09604e-03      4.56034e-01      
  1.10104e-03      4.56038e-01      
  1.10604e-03      4.56041e-01      
  1.11104e-03      4.56045e-01      
  1.11604e-03      4.56049e-01      
  1.12104e-03      4.56053e-01      
  1.12605e-03      4.56057e-01      
  1.13105e-03      4.56060e-01      
  1.13605e-03      4.56064e-01      
  1.14105e-03      4.56068e-01      
  1.14605e-03      4.56072e-01      
  1.15105e-03      4.56076e-01      
  1.15605e-03      4.56080e-01      
  1.16105e-03      4.56084e-01      
  1.16605e-03      4.56088e-01      
  1.17105e-03      4.56092e-01      
  1.17605e-03      4.56096e-01      
  1.18105e-03      4.56100e-01      
  1.18605e-03      4.56104e-01      
  1.19105e-03      4.56108e-01      
  1.19605e-03      4.56112e-01      
  1.20105e-03      4.56116e-01      
  1.20605e-03      4.56120e-01      
  1.21105e-03      4.56124e-01      
  1.21605e-03      4.56128e-01      
  1.22105e-03      4.56133e-01      
  1.22605e-03      4.56137e-01      
  1.23105e-03      4.56141e-01      
  1.23605e-03      4.56145e-01      
  1.24105e-03      4.56149e-01      
  1.24605e-03      4.56154e-01      
  1.25105e-03      4.56158e-01      
  1.25605e-03      4.56162e-01      
  1.26105e-03      4.56166e-01      
  1.26605e-03      4.56171e-01      
  1.27105e-03      4.56175e-01      
  1.27605e-03      4.56179e-01      
  1.28105e-03      4.56184e-01      
  1.28605e-03      4.56188e-01      
  1.29105e-03      4.56192e-01      
  1.29605e-03      4.56197e-01      
  1.30105e-03      4.56201e-01      
  1.30605e-03      4.56206e-01      
  1.31105e-03      4.56210e-01      
  1.31605e-03      4.56215e-01      
  1.32105e-03      4.56219e-01      
  1.32605e-03      4.56224e-01      
  1.33105e-03      4.56228e-01      
  1.33605e-03      4.56233e-01      
  1.34105e-03      4.56237e-01      
  1.34605e-03      4.56242e-01      
  1.35105e-03      4.56246e-01      
  1.35605e-03      4.56251e-01      
  1.36105e-03      4.56256e-01      
  1.36605e-03      4.56260e-01      
  1.37105e-03      4.56265e-01      
  1.37606e-03      4.56270e-01      
  1.38106e-03      4.56274e-01      
  1.38606e-03      4.56279e-01      
  1.39106e-03      4.56284e-01      
  1.39606e-03      4.56289e-01      
  1.40106e-03      4.56293e-01      
  1.40606e-03      4.56298e-01      
  1.41106e-03      4.56303e-01      
  1.41606e-03      4.56308e-01      
  1.42106e-03      4.56313e-01      
  1.42606e-03      4.56317e-01      
  1.43106e-03      4.56322e-01      
  1.43606e-03      4.56327e-01      
  1.44106e-03      4.56332e-01      
  1.44606e-03      4.56337e-01      
  1.45106e-03      4.56342e-01      
  1.45606e-03      4.56347e-01      
  1.46106e-03      4.56352e-01      
  1.46606e-03      4.56357e-01      
  1.47106e-03      4.56362e-01      
  1.47606e-03      4.56367e-01      
  1.48106e-03      4.56372e-01      
  1.48606e-03      4.56377e-01      
  1.49106e-03      4.56382e-01      
  1.49606e-03      4.56387e-01      
  1.50106e-03      4.56392e-01      
  1.50606e-03      4.56397e-01      
  1.51106e-03      4.56402e-01      
  1.51606e-03      4.56408e-01      
  1.52106e-03      4.56413e-01      
  1.52606e-03      4.56418e-01      
  1.53106e-03      4.56423e-01      
  1.53606e-03      4.56428e-01      
  1.54106e-03      4.56434e-01      
  1.54606e-03      4.56439e-01      
  1.55106e-03      4.56444e-01      
  1.55606e-03      4.56449e-01      
  1.56106e-03      4.56455e-01      
  1.56606e-03      4.56460e-01      
  1.57106e-03      4.56465e-01      
  1.57606e-03      4.56471e-01      
  1.58106e-03      4.56476e-01      
  1.58606e-03      4.56482e-01      
  1.59106e-03      4.56487e-01      
  1.59606e-03      4.56492e-01      
  1.60106e-03      4.56498e-01      
  1.60606e-03      4.56503e-01      
  1.61106e-03      4.56509e-01      
  1.61606e-03      4.56514e-01      
  1.62106e-03      4.56520e-01      
  1.62607e-03      4.56525e-01      
  1.63107e-03      4.56531e-01      
  1.63607e-03      4.56537e-01      
  1.64107e-03      4.56542e-01      
  1.64607e-03      4.56548e-01      
  1.65107e-03      4.56553e-01      
  1.65607e-03      4.56559e-01      
  1.66107e-03      4.56565e-01      
  1.66607e-03      4.56570e-01      
  1.67107e-03      4.56576e-01      
  1.67607e-03      4.56582e-01      
  1.68107e-03      4.56587e-01      
  1.68607e-03      4.56593e-01      
  1.69107e-03      4.56599e-01      
  1.69607e-03      4.56605e-01      
  1.70107e-03      4.56610e-01      
  1.70607e-03      4.56616e-01      
  1.71107e-03      4.56622e-01      
  1.71607e-03      4.56628e-01      
  1.72107e-03      4.56634e-01      
  1.72607e-03      4.56640e-01      
  1.73107e-03      4.56646e-01      
  1.73607e-03      4.56651e-01      
  1.74107e-03      4.56657e-01      
  1.74607e-03      4.56663e-01      
  1.75107e-03      4.56669e-01      
  1.75607e-03      4.56675e-01      
  1.76107e-03      4.56681e-01      
  1.76607e-03      4.56687e-01      
  1.77107e-03      4.56693e-01      
  1.77607e-03      4.56699e-01      
  1.78107e-03      4.56705e-01      
  1.78607e-03      4.56711e-01      
  1.79107e-03      4.56718e-01      
  1.79607e-03      4.56724e-01      
  1.80107e-03      4.56730e-01      
  1.80607e-03      4.56736e-01      
  1.81107e-03      4.56742e-01      
  1.81607e-03      4.56748e-01      
  1.82107e-03      4.56754e-01      
  1.82607e-03      4.56761e-01      
  1.83107e-03      4.56767e-01      
  1.83607e-03      4.56773e-01      
  1.84107e-03      4.56779e-01      
  1.84607e-03      4.56786e-01      
  1.85107e-03      4.56792e-01      
  1.85607e-03      4.56798e-01      
  1.86107e-03      4.56805e-01      
  1.86607e-03      4.56811e-01      
  1.87107e-03      4.56817e-01      
  1.87608e-03      4.56824e-01      
  1.88108e-03      4.56830e-01      
  1.88608e-03      4.56837e-01      
  1.89108e-03      4.56843e-01      
  1.89608e-03      4.56850e-01      
  1.90108e-03      4.56856e-01      
  1.90608e-03      4.56862e-01      
  1.91108e-03      4.56869e-01      
  1.91608e-03      4.56876e-01      
  1.92108e-03      4.56882e-01      
  1.92608e-03      4.56889e-01      
  1.93108e-03      4.56895e-01      
  1.93608e-03      4.56902e-01      
  1.94108e-03      4.56908e-01      
  1.94608e-03      4.56915e-01      
  1.95108e-03      4.56922e-01      
  1.95608e-03      4.56928e-01      
  1.96108e-03      4.56935e-01      
  1.96608e-03      4.56942e-01      
  1.97108e-03      4.56948e-01      
  1.97608e-03      4.56955e-01      
  1.98108e-03      4.56962e-01      
  1.98608e-03      4.56969e-01      
  1.99108e-03      4.56975e-01      
  1.99608e-03      4.56982e-01      
  2.00108e-03      4.56989e-01      
  2.00608e-03      4.56996e-01      
  2.01108e-03      4.57003e-01      
  2.01608e-03      4.57010e-01      
  2.02108e-03      4.57016e-01      
  2.02608e-03      4.57023e-01      
  2.03108e-03      4.57030e-01      
  2.03608e-03      4.57037e-01      
  2.04108e-03      4.57044e-01      
  2.04608e-03      4.57051e-01      
  2.05108e-03      4.57058e-01      
  2.05608e-03      4.57065e-01      
  2.06108e-03      4.57072e-01      
  2.06608e-03      4.57079e-01      
  2.07108e-03      4.57086e-01      
  2.07608e-03      4.57093e-01      
  2.08108e-03      4.57100e-01      
  2.08608e-03      4.57108e-01      
  2.09108e-03      4.57115e-01      
  2.09608e-03      4.57122e-01      
  2.10108e-03      4.57129e-01      
  2.10608e-03      4.57136e-01      
  2.11108e-03      4.57143e-01      
  2.11608e-03      4.57151e-01      
  2.12108e-03      4.57158e-01      
  2.12609e-03      4.57165e-01      
  2.13109e-03      4.57172e-01      
  2.13609e-03      4.57180e-01      
  2.14109e-03      4.57187e-01      
  2.14609e-03      4.57194e-01      
  2.15109e-03      4.57201e-01      
  2.15609e-03      4.57209e-01      
  2.16109e-03      4.57216e-01      
  2.16609e-03      4.57224e-01      
  2.17109e-03      4.57231e-01      
  2.17609e-03      4.57238e-01      
  2.18109e-03      4.57246e-01      
  2.18609e-03      4.57253e-01      
  2.19109e-03      4.57261e-01      
  2.19609e-03      4.57268e-01      
  2.20109e-03      4.57276e-01      
  2.20609e-03      4.57283e-01      
  2.21109e-03      4.57291e-01      
  2.21609e-03      4.57298e-01      
  2.22109e-03      4.57306e-01      
  2.22609e-03      4.57313e-01      
  2.23109e-03      4.57321e-01      
  2.23609e-03      4.57329e-01      
  2.24109e-03      4.57336e-01      
  2.24609e-03      4.57344e-01      
  2.25109e-03      4.57352e-01      
  2.25609e-03      4.57359e-01      
  2.26109e-03      4.57367e-01      
  2.26609e-03      4.57375e-01      
  2.27109e-03      4.57382e-01      
  2.27609e-03      4.57390e-01      
  2.28109e-03      4.57398e-01      
  2.28609e-03      4.57406e-01      
  2.29109e-03      4.57414e-01      
  2.29609e-03      4.57421e-01      
  2.30109e-03      4.57429e-01      
  2.30609e-03      4.57437e-01      
  2.31109e-03      4.57445e-01      
  2.31609e-03      4.57453e-01      
  2.32109e-03      4.57461e-01      
  2.32609e-03      4.57469e-01      
  2.33109e-03      4.57477e-01      
  2.33609e-03      4.57485e-01      
  2.34109e-03      4.57493e-01      
  2.34609e-03      4.57501e-01      
  2.35109e-03      4.57509e-01      
  2.35609e-03      4.57517e-01      
  2.36109e-03      4.57525e-01      
  2.36609e-03      4.57533e-01      
  2.37109e-03      4.57541e-01      
  2.37610e-03      4.57549e-01      
  2.38110e-03      4.57557e-01      
  2.38610e-03      4.57565e-01      
  2.39110e-03      4.57573e-01      
  2.39610e-03      4.57582e-01      
  2.40110e-03      4.57590e-01      
  2.40610e-03      4.57598e-01      
  2.41110e-03      4.57606e-01      
  2.41610e-03      4.57614e-01      
  2.42110e-03      4.57623e-01      
  2.42610e-03      4.57631e-01      
  2.43110e-03      4.57639e-01      
  2.43610e-03      4.57648e-01      
  2.44110e-03      4.57656e-01      
  2.44610e-03      4.57664e-01      
  2.45110e-03      4.57673e-01      
  2.45610e-03      4.57681e-01      
  2.46110e-03      4.57689e-01      
  2.46610e-03      4.57698e-01      
  2.47110e-03      4.57706e-01      
  2.47610e-03      4.57715e-01      
  2.48110e-03      4.57723e-01      
  2.48610e-03      4.57732e-01      
  2.49110e-03      4.57740e-01      
  2.49610e-03      4.57749e-01      
  2.50110e-03      4.57757e-01      
  2.50610e-03      4.57766e-01      
  2.51110e-03      4.57774e-01      
  2.51610e-03      4.57783e-01      
  2.52110e-03      4.57791e-01      
  2.52610e-03      4.57800e-01      
  2.53110e-03      4.57809e-01      
  2.53610e-03      4.57817e-01      
  2.54110e-03      4.57826e-01      
  2.54610e-03      4.57835e-01      
  2.55110e-03      4.57843e-01      
  2.55610e-03      4.57852e-01      
  2.56110e-03      4.57861e-01      
  2.56610e-03      4.57870e-01      
  2.57110e-03      4.57878e-01      
  2.57610e-03      4.57887e-01      
  2.58110e-03      4.57896e-01      
  2.58610e-03      4.57905e-01      
  2.59110e-03      4.57914e-01      
  2.59610e-03      4.57922e-01      
  2.60110e-03      4.57931e-01      
  2.60610e-03      4.57940e-01      
  2.61110e-03      4.57949e-01      
  2.61610e-03      4.57958e-01      
  2.62110e-03      4.57967e-01      
  2.62611e-03      4.57976e-01      
  2.63111e-03      4.57985e-01      
  2.63611e-03      4.57994e-01      
  2.64111e-03      4.58003e-01      
  2.64611e-03      4.58012e-01      
  2.65111e-03      4.58021e-01      
  2.65611e-03      4.58030e-01      
  2.66111e-03      4.58039e-01      
  2.66611e-03      4.58048e-01      
  2.67111e-03      4.58057e-01      
  2.67611e-03      4.58066e-01      
  2.68111e-03      4.58076e-01      
  2.68611e-03      4.58085e-01      
  2.69111e-03      4.58094e-01      
  2.69611e-03      4.58103e-01      
  2.70111e-03      4.58112e-01      
  2.70611e-03      4.58122e-01      
  2.71111e-03      4.58131e-01      
  2.71611e-03      4.58140e-01      
  2.72111e-03      4.58149e-01      
  2.72611e-03      4.58159e-01      
  2.73111e-03      4.58168e-01      
  2.73611e-03      4.58177e-01      
  2.74111e-03      4.58187e-01      
  2.74611e-03      4.58196e-01      
  2.75111e-03      4.58205e-01      
  2.75611e-03      4.58215e-01      
  2.76111e-03      4.58224e-01      
  2.76611e-03      4.58234e-01      
  2.77111e-03      4.58243e-01      
  2.77611e-03      4.58253e-01      
  2.78111e-03      4.58262e-01      
  2.78611e-03      4.58272e-01      
  2.79111e-03      4.58281e-01      
  2.79611e-03      4.58291e-01      
  2.80111e-03      4.58300e-01      
  2.80611e-03      4.58310e-01      
  2.81111e-03      4.58319e-01      
  2.81611e-03      4.58329e-01      
  2.82111e-03      4.58339e-01      
  2.82611e-03      4.58348e-01      
  2.83111e-03      4.58358e-01      
  2.83611e-03      4.58368e-01      
  2.84111e-03      4.58377e-01      
  2.84611e-03      4.58387e-01      
  2.85111e-03      4.58397e-01      
  2.85611e-03      4.58407e-01      
  2.86111e-03      4.58416e-01      
  2.86611e-03      4.58426e-01      
  2.87111e-03      4.58436e-01      
  2.87612e-03      4.58446e-01      
  2.88112e-03      4.58456e-01      
  2.88612e-03      4.58465e-01      
  2.89112e-03      4.58475e-01      
  2.89612e-03      4.58485e-01      
  2.90112e-03      4.58495e-01      
  2.90612e-03      4.58505e-01      
  2.91112e-03      4.58515e-01      
  2.91612e-03      4.58525e-01      
  2.92112e-03      4.58535e-01      
  2.92612e-03      4.58545e-01      
  2.93112e-03      4.58555e-01      
  2.93612e-03      4.58565e-01      
  2.94112e-03      4.58575e-01      
  2.94612e-03      4.58585e-01      
  2.95112e-03      4.58595e-01      
  2.95612e-03      4.58605e-01      
  2.96112e-03      4.58615e-01      
  2.96612e-03      4.58625e-01      
  2.97112e-03      4.58636e-01      
  2.97612e-03      4.58646e-01      
  2.98112e-03      4.58656e-01      
  2.98612e-03      4.58666e-01      
  2.99112e-03      4.58676e-01      
  2.99612e-03      4.58687e-01      
  3.00112e-03      4.58697e-01      
  3.00612e-03      4.58707e-01      
  3.01112e-03      4.58717e-01      
  3.01612e-03      4.58728e-01      
  3.02112e-03      4.58738e-01      
  3.02612e-03      4.58748e-01      
  3.03112e-03      4.58759e-01      
  3.03612e-03      4.58769e-01      
  3.04112e-03      4.58779e-01      
  3.04612e-03      4.58790e-01      
  3.05112e-03      4.58800e-01      
  3.05612e-03      4.58811e-01      
  3.06112e-03      4.58821e-01      
  3.06612e-03      4.58832e-01      
  3.07112e-03      4.58842e-01      
  3.07612e-03      4.58853e-01      
  3.08112e-03      4.58863e-01      
  3.08612e-03      4.58874e-01      
  3.09112e-03      4.58884e-01      
  3.09612e-03      4.58895e-01      
  3.10112e-03      4.58905e-01      
  3.10612e-03      4.58916e-01      
  3.11112e-03      4.58927e-01      
  3.11612e-03      4.58937e-01      
  3.12112e-03      4.58948e-01      
  3.12613e-03      4.58959e-01      
  3.13113e-03      4.58969e-01      
  3.13613e-03      4.58980e-01      
  3.14113e-03      4.58991e-01      
  3.14613e-03      4.59002e-01      
  3.15113e-03      4.59012e-01      
  3.15613e-03      4.59023e-01      
  3.16113e-03      4.59034e-01      
  3.16613e-03      4.59045e-01      
  3.17113e-03      4.59056e-01      
  3.17613e-03      4.59066e-01      
  3.18113e-03      4.59077e-01      
  3.18613e-03      4.59088e-01      
  3.19113e-03      4.59099e-01      
  3.19613e-03      4.59110e-01      
  3.20113e-03      4.59121e-01      
  3.20613e-03      4.59132e-01      
  3.21113e-03      4.59143e-01      
  3.21613e-03      4.59154e-01      
  3.22113e-03      4.59165e-01      
  3.22613e-03      4.59176e-01      
  3.23113e-03      4.59187e-01      
  3.23613e-03      4.59198e-01      
  3.24113e-03      4.59209e-01      
  3.24613e-03      4.59220e-01      
  3.25113e-03      4.59231e-01      
  3.25613e-03      4.59242e-01      
  3.26113e-03      4.59254e-01      
  3.26613e-03      4.59265e-01      
  3.27113e-03      4.59276e-01      
  3.27613e-03      4.59287e-01      
  3.28113e-03      4.59298e-01      
  3.28613e-03      4.59310e-01      
  3.29113e-03      4.59321e-01      
  3.29613e-03      4.59332e-01      
  3.30113e-03      4.59343e-01      
  3.30613e-03      4.59355e-01      
  3.31113e-03      4.59366e-01      
  3.31613e-03      4.59377e-01      
  3.32113e-03      4.59389e-01      
  3.32613e-03      4.59400e-01      
  3.33113e-03      4.59411e-01      
  3.33613e-03      4.59423e-01      
  3.34113e-03      4.59434e-01      
  3.34613e-03      4.59446e-01      
  3.35113e-03      4.59457e-01      
  3.35613e-03      4.59469e-01      
  3.36113e-03      4.59480e-01      
  3.36613e-03      4.59492e-01      
  3.37113e-03      4.59503e-01      
  3.37614e-03      4.59515e-01      
  3.38114e-03      4.59526e-01      
  3.38614e-03      4.59538e-01      
  3.39114e-03      4.59549e-01      
  3.39614e-03      4.59561e-01      
  3.40114e-03      4.59573e-01      
  3.40614e-03      4.59584e-01      
  3.41114e-03      4.59596e-01      
  3.41614e-03      4.59608e-01      
  3.42114e-03      4.59619e-01      
  3.42614e-03      4.59631e-01      
  3.43114e-03      4.59643e-01      
  3.43614e-03      4.59655e-01      
  3.44114e-03      4.59666e-01      
  3.44614e-03      4.59678e-01      
  3.45114e-03      4.59690e-01      
  3.45614e-03      4.59702e-01      
  3.46114e-03      4.59714e-01      
  3.46614e-03      4.59726e-01      
  3.47114e-03      4.59737e-01      
  3.47614e-03      4.59749e-01      
  3.48114e-03      4.59761e-01      
  3.48614e-03      4.59773e-01      
  3.49114e-03      4.59785e-01      
  3.49614e-03      4.59797e-01      
  3.50114e-03      4.59809e-01      
  3.50614e-03      4.59821e-01      
  3.51114e-03      4.59833e-01      
  3.51614e-03      4.59845e-01      
  3.52114e-03      4.59857e-01      
  3.52614e-03      4.59869e-01      
  3.53114e-03      4.59881e-01      
  3.53614e-03      4.59893e-01      
  3.54114e-03      4.59905e-01      
  3.54614e-03      4.59918e-01      
  3.55114e-03      4.59930e-01      
  3.55614e-03      4.59942e-01      
  3.56114e-03      4.59954e-01      
  3.56614e-03      4.59966e-01      
  3.57114e-03      4.59979e-01      
  3.57614e-03      4.59991e-01      
  3.58114e-03      4.60003e-01      
  3.58614e-03      4.60015e-01      
  3.59114e-03      4.60028e-01      
  3.59614e-03      4.60040e-01      
  3.60114e-03      4.60052e-01      
  3.60614e-03      4.60065e-01      
  3.61114e-03      4.60077e-01      
  3.61614e-03      4.60089e-01      
  3.62114e-03      4.60102e-01      
  3.62615e-03      4.60114e-01      
  3.63115e-03      4.60127e-01      
  3.63615e-03      4.60139e-01      
  3.64115e-03      4.60151e-01      
  3.64615e-03      4.60164e-01      
  3.65115e-03      4.60176e-01      
  3.65615e-03      4.60189e-01      
  3.66115e-03      4.60201e-01      
  3.66615e-03      4.60214e-01      
  3.67115e-03      4.60227e-01      
  3.67615e-03      4.60239e-01      
  3.68115e-03      4.60252e-01      
  3.68615e-03      4.60264e-01      
  3.69115e-03      4.60277e-01      
  3.69615e-03      4.60290e-01      
  3.70115e-03      4.60302e-01      
  3.70615e-03      4.60315e-01      
  3.71115e-03      4.60328e-01      
  3.71615e-03      4.60340e-01      
  3.72115e-03      4.60353e-01      
  3.72615e-03      4.60366e-01      
  3.73115e-03      4.60379e-01      
  3.73615e-03      4.60392e-01      
  3.74115e-03      4.60404e-01      
  3.74615e-03      4.60417e-01      
  3.75115e-03      4.60430e-01      
  3.75615e-03      4.60443e-01      
  3.76115e-03      4.60456e-01      
  3.76615e-03      4.60469e-01      
  3.77115e-03      4.60482e-01      
  3.77615e-03      4.60494e-01      
  3.78115e-03      4.60507e-01      
  3.78615e-03      4.60520e-01      
  3.79115e-03      4.60533e-01      
  3.79615e-03      4.60546e-01      
  3.80115e-03      4.60559e-01      
  3.80615e-03      4.60572e-01      
  3.81115e-03      4.60585e-01      
  3.81615e-03      4.60599e-01      
  3.82115e-03      4.60612e-01      
  3.82615e-03      4.60625e-01      
  3.83115e-03      4.60638e-01      
  3.83615e-03      4.60651e-01      
  3.84115e-03      4.60664e-01      
  3.84615e-03      4.60677e-01      
  3.85115e-03      4.60691e-01      
